
NewRunat  10/10/2015 12:37:10
,Time,RandomCTR;CoLinCTR;accesses;click 
data,1241196900,0.0405186480186;0.053288061234;85704.0;4567.0
data,1241196900,0.0405285215367;0.0532910610423;85793.0;4572.0
data,1241196900,0.0405348837209;0.0533036878376;85904.0;4579.0
data,1241196900,0.0405447154472;0.0532931764268;85996.0;4583.0
data,1241196900,0.0405493039443;0.0533396846789;86071.0;4591.0
data,1241196900,0.040560834299;0.0533590186954;86171.0;4598.0
data,1241196900,0.0405769675926;0.0533447704274;86269.0;4602.0
data,1241196900,0.0405826589595;0.053350622887;86372.0;4608.0
data,1241196900,0.0405969976905;0.05336139799;86467.0;4614.0
data,1241196900,0.040600922722;0.0533525844643;86575.0;4619.0
data,1241197200,0.0406186635945;0.0534519359454;86676.0;4633.0
data,1241197200,0.0406265822785;0.0534335308084;86762.0;4636.0
data,1241197200,0.040641954023;0.0534460128491;86854.0;4642.0
data,1241197200,0.0406578645235;0.0534547796485;86952.0;4648.0
data,1241197200,0.0406731651376;0.0534846587711;87053.0;4656.0
data,1241197200,0.0406815578465;0.0534939759036;87150.0;4662.0
data,1241197200,0.0406979405034;0.0535317178294;87238.0;4670.0
data,1241197200,0.0407091428571;0.0535487342714;87341.0;4677.0
data,1241197200,0.0407117579909;0.0535538626953;87426.0;4682.0
data,1241197200,0.0407143671608;0.0535312332179;87519.0;4685.0
data,1241197200,0.0407089977221;0.0535820282179;87604.0;4694.0
data,1241197200,0.0407150170648;0.0536198837077;87710.0;4703.0
data,1241197500,0.040725;0.0536308140859;87804.0;4709.0
data,1241197500,0.0407383654938;0.0536669169682;87894.0;4717.0
data,1241197500,0.0407534013605;0.0537023356254;87985.0;4725.0
data,1241197500,0.040768403171;0.0537008017079;88062.0;4729.0
data,1241197500,0.0407760180995;0.0537049009267;88167.0;4735.0
data,1241197500,0.0407836158192;0.0537215361958;88270.0;4742.0
data,1241197500,0.0407934537246;0.0537298569618;88368.0;4748.0
data,1241197500,0.0408066516347;0.0537351222434;88471.0;4754.0
data,1241197500,0.0408074324324;0.0537248394125;88581.0;4759.0
data,1241197500,0.0408138357705;0.0537313096231;88682.0;4765.0
data,1241197500,0.0408185393258;0.0537407916376;88778.0;4771.0
data,1241197800,0.0408378226712;0.0537727569368;88874.0;4779.0
data,1241197800,0.0408447309417;0.0538261778692;88953.0;4788.0
data,1241197800,0.0408549832027;0.0538756077568;89057.0;4798.0
data,1241197800,0.0408685682327;0.0539264078977;89140.0;4807.0
data,1241197800,0.0408770949721;0.0539395840803;89248.0;4814.0
data,1241197800,0.0408816964286;0.0539209651607;89353.0;4818.0
data,1241197800,0.0408885172798;0.0539383370224;89454.0;4825.0
data,1241197800,0.0408886414254;0.0539363484087;89550.0;4830.0
data,1241197800,0.0408937708565;0.0539322332675;89631.0;4834.0
data,1241197800,0.0409;0.0539251200999;89717.0;4838.0
data,1241197800,0.0409089900111;0.0539366878598;89809.0;4844.0
data,1241198100,0.0409185144124;0.0539335090705;89907.0;4849.0
data,1241198100,0.0409213732004;0.0539483624406;90012.0;4856.0
data,1241198100,0.0409303097345;0.0539481715776;90105.0;4861.0
data,1241198100,0.0409331491713;0.0539521681764;90191.0;4866.0
data,1241198100,0.0409470198675;0.0539561571607;90277.0;4871.0
data,1241198100,0.0409459757442;0.0539739092911;90377.0;4878.0
data,1241198100,0.040952092511;0.0539644290183;90467.0;4882.0
data,1241198100,0.0409708470847;0.0539552856749;90575.0;4887.0
data,1241198100,0.040978021978;0.0540003970617;90666.0;4896.0
data,1241198100,0.0409813391877;0.054005817028;90768.0;4902.0
data,1241198100,0.040992872807;0.0540478077126;90864.0;4911.0
data,1241198100,0.0410071193866;0.0540662336092;90981.0;4919.0
data,1241198400,0.0410175054705;0.0540706740166;91066.0;4924.0
data,1241198400,0.041025136612;0.0540940804774;91156.0;4931.0
data,1241198400,0.0410343886463;0.0541171314304;91265.0;4939.0
data,1241198400,0.0410419847328;0.0540768304695;91370.0;4941.0
data,1241198400,0.041052832244;0.0541042940089;91453.0;4948.0
data,1241198400,0.0410642002176;0.0541730391086;91540.0;4959.0
data,1241198400,0.0410679347826;0.0542230467045;91640.0;4969.0
data,1241198400,0.0410792616721;0.0542093157614;91737.0;4973.0
data,1241198400,0.0410840563991;0.0542211963504;91846.0;4980.0
data,1241198400,0.0410888407367;0.0542333797424;91936.0;4986.0
data,1241198400,0.0410968614719;0.0542185038301;92035.0;4990.0
data,1241198700,0.0411124324324;0.0542113090392;92121.0;4994.0
data,1241198700,0.0411214902808;0.0542099442722;92234.0;5000.0
data,1241198700,0.0411359223301;0.0541951414987;92333.0;5004.0
data,1241198700,0.0411422413793;0.0541686955581;92415.0;5006.0
data,1241198700,0.0411555435953;0.0541452233707;92492.0;5008.0
data,1241198700,0.0411580645161;0.0541393017629;92576.0;5012.0
data,1241198700,0.0411525241676;0.0541287175724;92668.0;5016.0
data,1241198700,0.0411604077253;0.0541601086652;92762.0;5024.0
data,1241198700,0.0411704180064;0.0541684618699;92840.0;5029.0
data,1241198700,0.0411745182013;0.0541532171293;92940.0;5033.0
data,1241198700,0.0411823529412;0.0541348210735;93027.0;5036.0
data,1241198700,0.0411891025641;0.054203539823;93112.0;5047.0
data,1241199000,0.0411985058698;0.0542097584002;93212.0;5053.0
data,1241199000,0.0412030916844;0.0542061484372;93292.0;5057.0
data,1241199000,0.0412156549521;0.0542103515855;93377.0;5062.0
data,1241199000,0.041214893617;0.0542075871365;93474.0;5067.0
data,1241199000,0.0412146652497;0.054186928873;93565.0;5070.0
data,1241199000,0.0412234607219;0.0541833520209;93645.0;5074.0
data,1241199000,0.0412274655355;0.0541676444862;93746.0;5078.0
data,1241199000,0.0412325211864;0.0541761684534;93842.0;5084.0
data,1241199000,0.0412439153439;0.0541832584485;93922.0;5089.0
data,1241199000,0.0412457716702;0.0541469017889;94022.0;5091.0
data,1241199000,0.041257655755;0.054180701512;94111.0;5099.0
data,1241199300,0.0412652953586;0.0542253072661;94218.0;5109.0
data,1241199300,0.0412671232877;0.054193042169;94311.0;5111.0
data,1241199300,0.0412763157895;0.0541791566482;94409.0;5115.0
data,1241199300,0.0412776025237;0.0542124697144;94517.0;5124.0
data,1241199300,0.0412946428571;0.0542277565776;94601.0;5130.0
data,1241199300,0.0412875131165;0.0542378608993;94694.0;5136.0
data,1241199300,0.0412987421384;0.0542208717121;94779.0;5139.0
data,1241199300,0.0412968586387;0.0541882305819;94873.0;5141.0
data,1241199300,0.041300209205;0.0541721505659;94975.0;5145.0
data,1241199300,0.0413056426332;0.0541390554328;95070.0;5147.0
data,1241199300,0.0413168058455;0.054148058635;95165.0;5153.0
data,1241199600,0.0413206465068;0.054178039051;95260.0;5161.0
data,1241199600,0.0413203125;0.054193494264;95362.0;5168.0
data,1241199600,0.0413246618106;0.0541443640211;95467.0;5169.0
data,1241199600,0.0413253638254;0.0541414606577;95546.0;5173.0
data,1241199600,0.0413442367601;0.0541088870762;95622.0;5174.0
data,1241199600,0.0413459543568;0.0541356683106;95704.0;5181.0
data,1241199600,0.0413487046632;0.0541821522529;95788.0;5190.0
data,1241199600,0.0413561076605;0.0541820533684;95862.0;5194.0
data,1241199600,0.0413588417787;0.0541726603707;95934.0;5197.0
data,1241199600,0.0413755165289;0.0541888851858;96016.0;5203.0
data,1241199600,0.0413818369453;0.0541797598485;96106.0;5207.0
data,1241199600,0.0413932989691;0.0542296417954;96202.0;5217.0
data,1241199900,0.041403192585;0.0542532649544;96326.0;5226.0
data,1241199900,0.0414125514403;0.0542642894925;96417.0;5232.0
data,1241199900,0.0414141829394;0.0543150521702;96511.0;5242.0
data,1241199900,0.0414188911704;0.0543427630966;96609.0;5250.0
data,1241199900,0.04142;0.0543726668252;96703.0;5258.0
data,1241199900,0.0414200819672;0.054347826087;96784.0;5260.0
data,1241199900,0.0414273285568;0.0543587096774;96875.0;5266.0
data,1241199900,0.0414299591002;0.0543907595524;96965.0;5274.0
data,1241199900,0.041435648621;0.0544371870686;97066.0;5284.0
data,1241199900,0.041437244898;0.0544451534551;97162.0;5290.0
data,1241199900,0.0414408766565;0.0544596692125;97283.0;5298.0
data,1241200200,0.0414521384929;0.0544625621226;97388.0;5304.0
data,1241200200,0.0414689725331;0.054471594756;97482.0;5310.0
data,1241200200,0.0414791666667;0.0544886247182;97580.0;5317.0
data,1241200200,0.0414817258883;0.0544918395347;97666.0;5322.0
data,1241200200,0.0414842799189;0.0544985884375;97764.0;5328.0
data,1241200200,0.0414837892604;0.054469459291;97853.0;5330.0
data,1241200200,0.0414832995951;0.0544530197231;97956.0;5334.0
data,1241200200,0.0414893832154;0.0544864931012;98061.0;5343.0
data,1241200200,0.041504040404;0.0545122932863;98143.0;5350.0
data,1241200200,0.0415020181635;0.0544878972334;98242.0;5353.0
data,1241200200,0.0415035282258;0.0545267803573;98337.0;5362.0
data,1241200500,0.0415115810675;0.0545655884265;98432.0;5371.0
data,1241200500,0.0415216297787;0.054570549968;98533.0;5377.0
data,1241200500,0.0415301507538;0.0546143941928;98637.0;5387.0
data,1241200500,0.041531124498;0.0546150806917;98709.0;5391.0
data,1241200500,0.0415401203611;0.0547009412003;98810.0;5405.0
data,1241200500,0.0415445891784;0.0546932667321;98897.0;5409.0
data,1241200500,0.0415530530531;0.0546756631179;99002.0;5413.0
data,1241200500,0.041555;0.0547039769115;99097.0;5421.0
data,1241200500,0.0415599400599;0.0547720101217;99193.0;5433.0
data,1241200500,0.0415653692615;0.0547520244954;99284.0;5436.0
data,1241200500,0.0415682951147;0.0547483447707;99382.0;5441.0
data,1241200500,0.0415717131474;0.0547227668024;99465.0;5443.0
data,1241200800,0.0415815920398;0.0547576481932;99566.0;5452.0
data,1241200800,0.0415894632207;0.0547138384974;99664.0;5453.0
data,1241200800,0.0415993048659;0.0547328527457;99739.0;5459.0
data,1241200800,0.0416111111111;0.0547620001603;99832.0;5467.0
data,1241200800,0.0416144697721;0.0547566869803;99933.0;5472.0
data,1241200800,0.0416297029703;0.0547648081882;100046.0;5479.0
data,1241200800,0.0416444114738;0.0547943837504;100138.0;5487.0
data,1241200800,0.0416561264822;0.0548039509129;100230.0;5493.0
data,1241200800,0.0416643632774;0.054832343208;100324.0;5501.0
data,1241200800,0.0416785009862;0.0548478661421;100405.0;5507.0
data,1241200800,0.0416896551724;0.0548369121774;100498.0;5511.0
data,1241201100,0.0416899606299;0.0548270685661;100589.0;5515.0
data,1241201100,0.0416961651917;0.0548298981872;100675.0;5520.0
data,1241201100,0.0416979371316;0.0548327229781;100761.0;5525.0
data,1241201100,0.0417016683023;0.0548279315097;100861.0;5530.0
data,1241201100,0.0417083333333;0.0548433754037;100942.0;5536.0
data,1241201100,0.0417056807052;0.0549055707329;101028.0;5547.0
data,1241201100,0.0417128180039;0.0549199537225;101129.0;5554.0
data,1241201100,0.0417165200391;0.054908469419;101223.0;5558.0
data,1241201100,0.0417299804687;0.0549211957326;101327.0;5565.0
data,1241201100,0.0417356097561;0.0549305356984;101419.0;5571.0
data,1241201100,0.0417378167641;0.0549486272694;101513.0;5578.0
data,1241201100,0.0417448880234;0.0549754450885;101609.0;5586.0
data,1241201400,0.0417427042802;0.0549666660111;101698.0;5590.0
data,1241201400,0.0417487852284;0.0549628669103;101796.0;5595.0
data,1241201400,0.0417480582524;0.0549514181961;101890.0;5599.0
data,1241201400,0.0417487875849;0.0549405293039;101983.0;5603.0
data,1241201400,0.0417519379845;0.0549607702932;102091.0;5611.0
data,1241201400,0.0417536302033;0.054949463323;102203.0;5616.0
data,1241201400,0.0417558027079;0.0549462365591;102300.0;5621.0
data,1241201400,0.0417657004831;0.0549499921863;102384.0;5626.0
data,1241201400,0.0417693050193;0.0550015611584;102488.0;5637.0
data,1241201400,0.0417733847637;0.055006969694;102587.0;5643.0
data,1241201400,0.0417803468208;0.055005843397;102680.0;5648.0
data,1241201700,0.0417795957652;0.0550047191383;102773.0;5653.0
data,1241201700,0.0417836538462;0.0550069013783;102878.0;5659.0
data,1241201700,0.0417915465898;0.0549885905714;102985.0;5663.0
data,1241201700,0.0418003838772;0.0550144545119;103082.0;5671.0
data,1241201700,0.0418111217641;0.0550985009254;103197.0;5686.0
data,1241201700,0.0418194444444;0.0551247422381;103293.0;5694.0
data,1241201700,0.0418229665072;0.0551106468586;103392.0;5698.0
data,1241201700,0.0418245697897;0.0551057086538;103492.0;5703.0
data,1241201700,0.041823782235;0.0550980411087;103579.0;5707.0
data,1241201700,0.0418325381679;0.0551424134572;103677.0;5717.0
data,1241201700,0.0418384175405;0.0551449687322;103781.0;5723.0
data,1241201700,0.0418419047619;0.0551891470331;103861.0;5732.0
data,1241202000,0.0418420551855;0.0551958983041;103957.0;5738.0
data,1241202000,0.041841730038;0.0552223888056;104052.0;5746.0
data,1241202000,0.0418423551757;0.0552786979692;104145.0;5757.0
data,1241202000,0.0418496204934;0.0553493146086;104247.0;5770.0
data,1241202000,0.0418492890995;0.0553303238544;104337.0;5773.0
data,1241202000,0.0418589015152;0.0553150737407;104420.0;5776.0
data,1241202000,0.0418628192999;0.0553408090627;104516.0;5784.0
data,1241202000,0.0418629489603;0.0553584916484;104591.0;5790.0
data,1241202000,0.04187299339;0.0553475220664;104684.0;5794.0
data,1241202000,0.041879245283;0.0553455878142;104778.0;5799.0
data,1241202000,0.0418873704053;0.0553637837322;104870.0;5806.0
data,1241202300,0.0418917137476;0.0553946691562;104974.0;5815.0
data,1241202300,0.0418941674506;0.0554037976491;105065.0;5821.0
data,1241202300,0.0419046052632;0.0554155452635;105151.0;5827.0
data,1241202300,0.0419126760563;0.055460540068;105246.0;5837.0
data,1241202300,0.0419169793621;0.0554806743109;105352.0;5845.0
data,1241202300,0.0419231490159;0.0554791597515;105445.0;5850.0
data,1241202300,0.0419283707865;0.0554808147797;105550.0;5856.0
data,1241202300,0.0419359214219;0.055540832166;105652.0;5868.0
data,1241202300,0.0419355140187;0.0555382185783;105747.0;5873.0
data,1241202300,0.0419332399627;0.0555361343903;105841.0;5878.0
data,1241202300,0.0419356343284;0.0555560799268;105947.0;5886.0
data,1241202300,0.0419412861137;0.0555586992606;106032.0;5891.0
data,1241202600,0.0419418063315;0.0555487511895;106141.0;5896.0
data,1241202600,0.0419497674419;0.0555759509757;106233.0;5904.0
data,1241202600,0.0419512081784;0.0555942214364;106324.0;5911.0
data,1241202600,0.0419596100279;0.0556260277191;106425.0;5920.0
data,1241202600,0.0419652133581;0.055628057196;106511.0;5925.0
data,1241202600,0.0419666357739;0.0556253869388;106606.0;5930.0
data,1241202600,0.0419662037037;0.0556846721895;106708.0;5942.0
data,1241202600,0.0419777983349;0.0556767638934;106795.0;5946.0
data,1241202600,0.0419815157116;0.0557104367025;106892.0;5955.0
data,1241202600,0.0419972299169;0.0557211884445;106997.0;5962.0
data,1241202600,0.0420018450185;0.0557749582201;107109.0;5974.0
data,1241202900,0.0420133640553;0.0558188569403;107186.0;5983.0
data,1241202900,0.0420133517495;0.0558237947877;107284.0;5989.0
data,1241202900,0.0420188592456;0.0558468286414;107383.0;5997.0
data,1241202900,0.0420197610294;0.055833123994;107481.0;6001.0
data,1241202900,0.0420303030303;0.0558328917645;107571.0;6006.0
data,1241202900,0.0420366972477;0.0558434562948;107676.0;6013.0
data,1241202900,0.0420449129239;0.0558694986499;107769.0;6021.0
data,1241202900,0.042048992674;0.0559073588177;107857.0;6030.0
data,1241202900,0.0420466605672;0.055873062922;107959.0;6032.0
data,1241202900,0.0420470749543;0.0558706776101;108071.0;6038.0
data,1241202900,0.0420415525114;0.0558673162795;108167.0;6043.0
data,1241203200,0.0420428832117;0.05590291567;108277.0;6053.0
data,1241203200,0.0420492251595;0.0559266982856;108374.0;6061.0
data,1241203200,0.0420510018215;0.0559156838698;108449.0;6064.0
data,1241203200,0.0420577797998;0.0559562962349;108549.0;6074.0
data,1241203200,0.0420672727273;0.05594109526;108650.0;6078.0
data,1241203200,0.0420685740236;0.0559831535583;108747.0;6088.0
data,1241203200,0.0420712341198;0.0560225633676;108849.0;6098.0
data,1241203200,0.0420761559383;0.0560542644197;108948.0;6107.0
data,1241203200,0.0420810688406;0.056077251802;109046.0;6115.0
data,1241203200,0.0420850678733;0.056110296812;109160.0;6125.0
data,1241203200,0.0420827305606;0.0560823798627;109250.0;6127.0
data,1241203200,0.0420962059621;0.0561128841986;109351.0;6136.0
data,1241203500,0.0421055956679;0.0561033786315;109423.0;6139.0
data,1241203500,0.0421104598738;0.05610711774;109487.0;6143.0
data,1241203500,0.0421121621622;0.0561108524797;109551.0;6147.0
data,1241203500,0.0421125112511;0.0561121147424;109602.0;6150.0
data,1241203500,0.0421169064748;0.0561022096173;109657.0;6152.0
data,1241203500,0.042123539982;0.0560902694229;109716.0;6154.0
data,1241203500,0.042131508079;0.0561152914169;109774.0;6160.0
data,1241203500,0.0421331838565;0.0561013137649;109837.0;6162.0
data,1241203500,0.0421433691756;0.056092966539;109889.0;6164.0
data,1241203500,0.0421508504924;0.056117437334;109948.0;6170.0
data,1241203500,0.0421583184258;0.0561448477081;110019.0;6177.0
data,1241203800,0.0421617515639;0.0561389484394;110084.0;6180.0
data,1241203800,0.0421647321429;0.0561397773298;110118.0;6182.0
data,1241203800,0.0421730597681;0.0561643711243;110141.0;6186.0
data,1241203800,0.0421760249554;0.0561677407643;110170.0;6188.0
data,1241203800,0.0421772039181;0.0561943569685;110189.0;6192.0
data,1241203800,0.0421792704626;0.0561997568367;110214.0;6194.0
data,1241203800,0.0421822222222;0.0561950635426;110241.0;6195.0
data,1241203800,0.0421865008881;0.0562201282388;110263.0;6199.0
data,1241203800,0.0421916592724;0.0562335660531;110290.0;6202.0
data,1241203800,0.0422003546099;0.0562565720294;110316.0;6206.0
data,1241203800,0.0422015057573;0.0562523789672;110342.0;6207.0
data,1241203800,0.042207079646;0.0562758795654;110367.0;6211.0
data,1241204100,0.0422020335986;0.056259057971;110400.0;6211.0
data,1241204100,0.0421978798587;0.0562623948419;110429.0;6213.0
data,1241204100,0.0422105030891;0.0562632984744;110445.0;6214.0
data,1241204100,0.0422226631393;0.0562570717357;110475.0;6215.0
data,1241204100,0.0422334801762;0.0562629526059;110499.0;6217.0
data,1241204100,0.0422345950704;0.0562613101701;110520.0;6218.0
data,1241204100,0.042236587511;0.0562485865485;110545.0;6218.0
data,1241204100,0.0422368189807;0.0562438953804;110572.0;6219.0
data,1241204100,0.0422440737489;0.0562572898489;110599.0;6222.0
data,1241204100,0.0422451754386;0.0562621468927;110625.0;6224.0
data,1241204100,0.0422510955302;0.0562734962406;110656.0;6227.0
data,1241204400,0.0422578809107;0.0563059603726;110681.0;6232.0
data,1241204400,0.0422594050744;0.056303416873;110686.0;6232.0
data,1241204400,0.0422618006993;0.0563018908835;110689.0;6232.0
data,1241204400,0.0422650655022;0.0563013822387;110690.0;6232.0
data,1241204400,0.0422713787086;0.0562993477515;110694.0;6232.0
data,1241204400,0.0422737576286;0.056306855651;110697.0;6233.0
data,1241204400,0.0422800522648;0.0563043124785;110702.0;6233.0
data,1241204400,0.0422832898172;0.0563188178016;110709.0;6235.0
data,1241204400,0.0422904347826;0.0563167830336;110713.0;6235.0
data,1241204400,0.0422910512598;0.0563152570541;110716.0;6235.0
data,1241204400,0.0422955729167;0.0563142397803;110718.0;6235.0
data,1241204400,0.0423039895924;0.0563132225434;110720.0;6235.0
data,1241204700,0.0423132582322;0.0563133615592;110773.0;6238.0
data,1241204700,0.0423181818182;0.0562817424878;110853.0;6239.0
data,1241204700,0.0423230968858;0.0562721397474;110943.0;6243.0
data,1241204700,0.0423249783924;0.0562561931358;111010.0;6245.0
data,1241204700,0.0423316062176;0.056252587619;111106.0;6250.0
data,1241204700,0.0423373597929;0.0562544398385;111209.0;6256.0
data,1241204700,0.0423392241379;0.0562508422802;111305.0;6261.0
data,1241204700,0.042334625323;0.056245231363;111405.0;6266.0
data,1241204700,0.0423386402754;0.0562396305098;111505.0;6271.0
data,1241204700,0.0423430782459;0.0562126996075;111594.0;6273.0
data,1241204700,0.042345790378;0.0561868178114;111681.0;6275.0
data,1241205000,0.042343776824;0.0561813838211;111763.0;6279.0
data,1241205000,0.0423477701544;0.0561540593457;111853.0;6281.0
data,1241205000,0.0423491859469;0.0561525749252;111945.0;6286.0
data,1241205000,0.0423561643836;0.0561625249929;112032.0;6292.0
data,1241205000,0.0423661248931;0.0561634429314;112137.0;6298.0
data,1241205000,0.0423623931624;0.0561233126921;112235.0;6299.0
data,1241205000,0.0423667805295;0.0560941519999;112329.0;6301.0
data,1241205000,0.042372440273;0.0560759302253;112419.0;6304.0
data,1241205000,0.0423768115942;0.0561134711434;112522.0;6314.0
data,1241205000,0.042382879046;0.0561218147918;112630.0;6321.0
data,1241205000,0.0423868085106;0.0561159759744;112713.0;6325.0
data,1241205000,0.042387329932;0.0560894310385;112802.0;6327.0
data,1241205300,0.042391248938;0.0561199635079;112901.0;6336.0
data,1241205300,0.042392614601;0.05612240383;113003.0;6342.0
data,1241205300,0.0423999151824;0.0561214564875;113094.0;6347.0
data,1241205300,0.0424038135593;0.0561196087268;113169.0;6351.0
data,1241205300,0.0424115156647;0.0561180801384;113279.0;6357.0
data,1241205300,0.0424098984772;0.0560906765458;113370.0;6359.0
data,1241205300,0.0424116652578;0.0561225389103;113466.0;6368.0
data,1241205300,0.0424146959459;0.0561230780069;113554.0;6373.0
data,1241205300,0.0424130801688;0.0560918731025;113635.0;6374.0
data,1241205300,0.0424245362563;0.0560802729703;113712.0;6377.0
data,1241205300,0.0424216512216;0.0560808435852;113800.0;6382.0
data,1241205600,0.0424288720539;0.0560755048288;113900.0;6387.0
data,1241205600,0.042425567704;0.0560814070793;113995.0;6393.0
data,1241205600,0.042425210084;0.056084350021;114096.0;6399.0
data,1241205600,0.0424244332494;0.056045466885;114193.0;6400.0
data,1241205600,0.0424215604027;0.0560324085011;114291.0;6404.0
data,1241205600,0.0424195305951;0.0559999300657;114393.0;6406.0
data,1241205600,0.0424195979899;0.0559927334341;114497.0;6411.0
data,1241205600,0.0424188284519;0.0559996509294;114590.0;6417.0
data,1241205600,0.0424234949833;0.0560032091531;114672.0;6422.0
data,1241205600,0.042433166249;0.0559859185612;114761.0;6425.0
data,1241205600,0.0424411519199;0.0560068963716;114843.0;6432.0
data,1241205600,0.0424445371143;0.05601468439;114952.0;6439.0
data,1241205900,0.04244625;0.0559897078382;115039.0;6441.0
data,1241205900,0.0424517069109;0.0559690797759;115135.0;6444.0
data,1241205900,0.0424504991681;0.0559702140216;115222.0;6449.0
data,1241205900,0.0424501246883;0.0559784964883;115330.0;6456.0
data,1241205900,0.0424505813953;0.0559637478989;115414.0;6459.0
data,1241205900,0.0424597510373;0.0559533808415;115489.0;6462.0
data,1241205900,0.042464344942;0.0559694067364;115581.0;6469.0
data,1241205900,0.0424705882353;0.0559522780323;115670.0;6472.0
data,1241205900,0.0424726821192;0.0559658624651;115767.0;6479.0
data,1241205900,0.0424685690653;0.0559363292647;115846.0;6480.0
data,1241205900,0.0424698347107;0.055904907314;115929.0;6481.0
data,1241206200,0.0424735755574;0.0559084914362;116011.0;6486.0
data,1241206200,0.0424715346535;0.0559312251807;116089.0;6493.0
data,1241206200,0.0424781533388;0.0559433937902;116171.0;6499.0
data,1241206200,0.0424781713344;0.0559349733356;116260.0;6503.0
data,1241206200,0.0424757201646;0.0559036641654;116343.0;6504.0
data,1241206200,0.0424806743421;0.0559196680897;116417.0;6510.0
data,1241206200,0.0424889071487;0.0559341527053;116512.0;6517.0
data,1241206200,0.0424909688013;0.0559395581778;116608.0;6523.0
data,1241206200,0.0424946677605;0.0559387826802;116699.0;6528.0
data,1241206200,0.0424950819672;0.0559641747082;116789.0;6536.0
data,1241206200,0.0424950859951;0.0559529717796;116866.0;6539.0
data,1241206200,0.0424954991817;0.055950274023;116961.0;6544.0
data,1241206500,0.0425012264922;0.0559489540535;117071.0;6550.0
data,1241206500,0.0425093954248;0.0559491293957;117160.0;6555.0
data,1241206500,0.04252;0.0559976799133;117237.0;6565.0
data,1241206500,0.0425203915171;0.0559802943909;117327.0;6568.0
data,1241206500,0.0425297473513;0.0559828295475;117411.0;6573.0
data,1241206500,0.042539495114;0.0559844081125;117497.0;6578.0
data,1241206500,0.0425406834825;0.0559850978591;117567.0;6582.0
data,1241206500,0.0425447154472;0.0559932016146;117675.0;6589.0
data,1241206500,0.0425467099919;0.0559796869825;117757.0;6592.0
data,1241206500,0.0425568181818;0.056002443743;117852.0;6600.0
data,1241206500,0.0425652879157;0.0560185852488;117943.0;6607.0
data,1241206800,0.0425636142626;0.056018161642;118051.0;6613.0
data,1241206800,0.0425615384615;0.0560206543361;118135.0;6618.0
data,1241206800,0.0425635113269;0.0560024359918;118227.0;6621.0
data,1241206800,0.0425662894099;0.0560298194604;118312.0;6629.0
data,1241206800,0.0425650242326;0.0560463505684;118402.0;6636.0
data,1241206800,0.0425726392252;0.0560563094997;118488.0;6642.0
data,1241206800,0.0425786290323;0.0560475708502;118560.0;6645.0
data,1241206800,0.0425805801773;0.0560088332968;118642.0;6645.0
data,1241206800,0.0425853462158;0.0559888157119;118738.0;6648.0
data,1241206800,0.0425888978278;0.0559983168525;118825.0;6654.0
data,1241206800,0.0425908360129;0.0560254944168;118928.0;6663.0
data,1241206800,0.0425991967871;0.0560176782954;119016.0;6667.0
data,1241207100,0.0426071428571;0.0560420462273;119107.0;6675.0
data,1241207100,0.0426110665597;0.0560448963157;119208.0;6681.0
data,1241207100,0.0426101762821;0.0560329289864;119287.0;6684.0
data,1241207100,0.042610888711;0.0560274064395;119388.0;6689.0
data,1241207100,0.042616;0.0560782081757;119476.0;6700.0
data,1241207100,0.0426227018385;0.0561051689678;119579.0;6709.0
data,1241207100,0.0426202076677;0.056117801419;119659.0;6715.0
data,1241207100,0.0426185155626;0.0561108188673;119763.0;6720.0
data,1241207100,0.0426196172249;0.0561011221893;119855.0;6724.0
data,1241207100,0.0426243027888;0.0560649506535;119968.0;6726.0
data,1241207100,0.0426234076433;0.0560539050332;120063.0;6730.0
data,1241207100,0.0426276849642;0.0560655110142;120163.0;6737.0
data,1241207400,0.0426291732909;0.0560823061696;120234.0;6743.0
data,1241207400,0.0426294678316;0.0560814460835;120325.0;6748.0
data,1241207400,0.0426321428571;0.0560644437985;120415.0;6751.0
data,1241207400,0.0426427438541;0.0560640637318;120505.0;6756.0
data,1241207400,0.0426442155309;0.0560567865198;120592.0;6760.0
data,1241207400,0.0426448931116;0.0560518421532;120674.0;6764.0
data,1241207400,0.0426507120253;0.0560367671414;120760.0;6767.0
data,1241207400,0.0426529644269;0.0560359450894;120851.0;6772.0
data,1241207400,0.0426595576619;0.0560383677182;120935.0;6777.0
data,1241207400,0.0426610102605;0.0560563124282;121039.0;6785.0
data,1241207400,0.0426644321767;0.0560394290385;121129.0;6788.0
data,1241207700,0.0426682427108;0.0560381452059;121221.0;6793.0
data,1241207700,0.0426657480315;0.0560400969449;121306.0;6798.0
data,1241207700,0.0426734854445;0.0560411226347;121393.0;6803.0
data,1241207700,0.0426737421384;0.0560242996963;121483.0;6806.0
data,1241207700,0.0426798900236;0.0560230310508;121575.0;6811.0
data,1241207700,0.0426879905808;0.0560094020185;121676.0;6815.0
data,1241207700,0.0426909803922;0.0559835096249;121768.0;6817.0
data,1241207700,0.0426951410658;0.0560005252101;121856.0;6824.0
data,1241207700,0.0426918559123;0.0559947515171;121940.0;6828.0
data,1241207700,0.0426909233177;0.0560057685532;122041.0;6835.0
data,1241207700,0.0426997654418;0.0560004585503;122124.0;6839.0
data,1241207700,0.042711328125;0.0560128291142;122222.0;6846.0
data,1241208000,0.0427080405933;0.0560338132261;122319.0;6854.0
data,1241208000,0.0427141185647;0.0560538482903;122418.0;6862.0
data,1241208000,0.0427135619641;0.0560316682991;122520.0;6865.0
