
New Run at  07/20/2016 19:55:51
, Time, RandomReward; LearnWReward
data,1222812000000,1325;1248;7684
data,1259622000000,1325;3955;7684
data,1201820400000,1325;15938;7684
data,1172703600000,1325;3352;7684
data,1138748400000,1325;4875;7685
data,1280613600000,1325;5784;7685
data,1228086000000,1325;1043;7685
data,1288566000000,1325;1076;7686
data,1201820400000,1325;1036;7686
data,1157061600000,1325;8712;7686
data,1201820400000,1325;329;7686
data,1270072800000,1325;2083;7687
data,1214863200000,1325;733;7687
data,1204326000000,1325;2562;7688
data,1220220000000,1325;554;7688
data,1251756000000,1326;3427;7688
data,1259622000000,1326;6884;7688
data,1199142000000,1326;436;7689
data,1280613600000,1326;491;7689
data,1283292000000,1326;7619;7689
data,1230764400000,1326;6973;7689
data,1283292000000,1326;15198;7689
data,1235862000000,1326;14230;7689
data,1270072800000,1326;7390;7689
data,1222812000000,1326;316;7690
data,1277935200000,1326;2699;7690
data,1209592800000,1326;2151;7690
data,1262300400000,1326;229;7691
data,1241128800000,1326;13180;7691
data,1225494000000,1326;13744;7691
data,1233442800000,1326;11339;7691
data,1201820400000,1326;18396;7691
data,1225494000000,1326;12215;7691
data,1267398000000,1326;12168;7691
data,1251756000000,1326;7054;7691
data,1235862000000,1326;2979;7691
data,1201820400000,1326;6581;7691
data,1212271200000,1327;217;7692
data,1264978800000,1328;1513;7692
data,1207000800000,1328;1098;7693
data,1296514800000,1328;3584;7694
data,1230764400000,1328;12180;7694
data,1220220000000,1328;5000;7694
data,1277935200000,1328;1840;7695
data,1304689086098,1328;5215;7696
data,1238536800000,1328;569;7697
data,1207000800000,1328;7080;7697
data,1267398000000,1328;10573;7697
data,1272664800000,1328;917;7698
data,1275343200000,1328;461;7699
data,1196463600000,1328;7833;7699
data,1204326000000,1328;459;7699
data,1267398000000,1328;2614;7700
data,1209592800000,1328;3264;7700
data,1254348000000,1328;1351;7701
data,1125525600000,1329;15771;7701
data,1243807200000,1329;1344;7701
data,1243807200000,1329;9451;7701
data,1225494000000,1329;8811;7701
data,1162335600000,1329;17381;7701
data,1272664800000,1329;292;7702
data,1293836400000,1329;377;7703
data,1136070000000,1329;1112;7703
data,1304599047048,1329;2387;7703
data,1199142000000,1329;11139;7703
data,1133391600000,1329;975;7703
data,1220220000000,1329;15865;7703
data,1277935200000,1329;12129;7703
data,1275343200000,1329;12917;7703
data,1275343200000,1329;1145;7703
data,1270072800000,1329;14305;7703
data,1230764400000,1329;220;7704
data,1264978800000,1329;18288;7705
data,1251756000000,1329;8779;7705
data,1257030000000,1329;330;7705
data,1270072800000,1329;215;7706
data,1201820400000,1329;4616;7707
data,1259622000000,1329;210;7708
data,1267398000000,1329;16671;7708
data,1217541600000,1329;1522;7708
data,1228086000000,1329;2465;7708
data,1228086000000,1329;4247;7708
data,1262300400000,1329;5123;7708
data,1220220000000,1329;1109;7708
data,1228086000000,1329;3495;7708
data,1201820400000,1329;4493;7708
data,1296514800000,1329;954;7709
data,1159653600000,1329;67;7710
data,1212271200000,1329;5173;7710
data,1180648800000,1329;903;7711
data,1277935200000,1329;2873;7712
data,1304668671038,1329;1032;7713
data,1212271200000,1329;7190;7714
data,1288566000000,1329;11862;7714
data,1304598210325,1329;1037;7715
data,1214863200000,1329;15776;7715
data,1277935200000,1329;2850;7715
data,1170284400000,1329;2544;7715
data,1125525600000,1330;2666;7715
data,1304676324754,1330;3611;7715
data,1249077600000,1330;10157;7715
data,1217541600000,1330;8497;7715
data,1207000800000,1330;238;7716
data,1291158000000,1330;311;7716
data,1193871600000,1330;1896;7716
data,1291158000000,1330;11774;7717
data,1288566000000,1330;295;7718
data,1246399200000,1330;1047;7718
data,1233442800000,1330;1764;7718
data,1235862000000,1330;11956;7718
data,1201820400000,1330;7346;7718
data,1259622000000,1330;155;7719
data,1214863200000,1330;1890;7720
data,1162335600000,1330;4295;7720
data,1222812000000,1330;6363;7720
data,1304702891008,1331;15038;7720
data,1209592800000,1331;1383;7720
data,1170284400000,1331;841;7721
data,1238536800000,1331;13713;7721
data,1291158000000,1331;5657;7721
data,1170284400000,1331;220;7721
data,1280613600000,1331;5534;7721
data,1180648800000,1331;1156;7721
data,1291158000000,1331;16644;7721
data,1272664800000,1331;15920;7721
data,1185919200000,1331;4856;7721
data,1277935200000,1331;1427;7721
data,1235862000000,1331;3705;7721
data,1277935200000,1331;532;7722
data,1230764400000,1331;6619;7723
data,1209592800000,1331;17329;7723
data,1146434400000,1331;7898;7723
data,1167606000000,1331;5721;7724
data,1220220000000,1331;8837;7725
data,1196463600000,1331;82;7725
data,1262300400000,1331;285;7726
data,1254348000000,1331;12868;7726
data,1251756000000,1331;542;7727
data,1191189600000,1331;15300;7727
data,1228086000000,1331;258;7728
data,1170284400000,1331;3833;7729
data,1222812000000,1331;13452;7729
data,1238536800000,1331;3461;7729
data,1228086000000,1331;461;7730
data,1254348000000,1331;642;7730
data,1217541600000,1331;1739;7730
data,1272664800000,1331;2025;7731
data,1157061600000,1331;5432;7731
data,1230764400000,1331;67;7732
data,1122847200000,1331;230;7733
data,1246399200000,1331;18346;7733
data,1214863200000,1331;9125;7733
data,1257030000000,1331;6534;7733
data,1264978800000,1332;295;7734
data,1154383200000,1332;2681;7734
data,1222812000000,1332;3489;7734
data,1272664800000,1332;2139;7735
data,1154383200000,1332;11412;7735
data,1280613600000,1332;1833;7736
data,1246399200000,1332;85;7737
data,1230764400000,1332;7075;7737
data,1283292000000,1332;292;7738
data,1225494000000,1332;718;7739
data,1214863200000,1332;2582;7740
data,1185919200000,1332;308;7740
data,1225494000000,1332;10318;7740
data,1228086000000,1332;52;7740
data,1288566000000,1332;289;7741
data,1214863200000,1332;16249;7741
data,1275343200000,1332;16026;7741
data,1214863200000,1332;88;7741
data,1193871600000,1332;2973;7741
data,1172703600000,1332;1696;7741
data,1249077600000,1332;16676;7741
data,1293836400000,1332;1358;7742
data,1212271200000,1332;4979;7742
data,1183240800000,1332;13610;7742
data,1222812000000,1332;2633;7742
data,1196463600000,1332;3768;7743
data,1241128800000,1332;175;7744
data,1233442800000,1332;998;7745
data,1243807200000,1332;302;7745
data,1212271200000,1332;11072;7745
data,1251756000000,1332;10165;7745
data,1228086000000,1332;9356;7745
data,1191189600000,1332;9892;7745
data,1267398000000,1332;18039;7746
data,1180648800000,1332;7342;7746
data,1293836400000,1332;241;7746
data,1283292000000,1332;146;7747
data,1191189600000,1332;3730;7747
data,1293836400000,1332;1400;7748
data,1159653600000,1332;11378;7748
data,1193871600000,1332;11371;7748
data,1159653600000,1332;1131;7749
data,1293836400000,1333;10784;7749
data,1296514800000,1333;1004;7749
data,1167606000000,1333;1239;7750
data,1177970400000,1333;465;7751
data,1257030000000,1333;1372;7752
data,1193871600000,1333;3472;7752
data,1270072800000,1333;7070;7752
data,1291158000000,1333;251;7753
data,1291158000000,1334;4156;7753
data,1228086000000,1334;9495;7753
data,1185919200000,1334;1889;7753
data,1238536800000,1334;7137;7753
data,1280613600000,1334;17854;7753
data,1172703600000,1334;12710;7753
data,1199142000000,1334;525;7753
data,1204326000000,1334;4371;7753
data,1262300400000,1334;1492;7753
data,1230764400000,1334;1810;7753
data,1217541600000,1334;1892;7754
data,1146434400000,1334;993;7755
data,1228086000000,1334;4326;7755
data,1249077600000,1334;2349;7755
data,1254348000000,1334;8905;7755
data,1204326000000,1334;3037;7755
data,1222812000000,1334;256;7755
data,1193871600000,1334;156;7755
data,1241128800000,1334;4250;7756
data,1285884000000,1334;1795;7757
data,1146434400000,1334;5483;7757
data,1275343200000,1334;13180;7757
data,1233442800000,1334;2594;7758
data,1259622000000,1334;6770;7758
data,1199142000000,1334;1515;7758
data,1304702084594,1334;3177;7758
data,1272664800000,1334;13742;7758
data,1230764400000,1334;6804;7758
data,1267398000000,1334;637;7758
data,1304612313038,1334;1370;7758
data,1204326000000,1334;12369;7758
data,1243807200000,1334;18284;7758
data,1225494000000,1334;10726;7758
data,1199142000000,1334;2587;7758
data,1204326000000,1334;6546;7758
data,1285884000000,1334;8811;7758
data,1272664800000,1334;333;7758
data,1146434400000,1334;2467;7758
data,1228086000000,1334;2565;7759
data,1275343200000,1334;15986;7759
data,1293836400000,1334;18740;7759
data,1257030000000,1334;2436;7759
data,1304692892174,1334;2346;7760
data,1167606000000,1334;10961;7760
data,1222812000000,1334;16823;7760
data,1209592800000,1334;95;7760
data,1228086000000,1334;2661;7760
data,1204326000000,1335;8932;7760
data,1128117600000,1335;2933;7760
data,1267398000000,1335;10626;7760
data,1228086000000,1335;962;7760
data,1235862000000,1335;3795;7761
data,1270072800000,1335;15690;7761
data,1183240800000,1335;3502;7762
data,1304934717049,1335;6139;7762
data,1233442800000,1335;582;7763
data,1285884000000,1335;6659;7763
data,1262300400000,1335;6777;7764
data,1270072800000,1335;9892;7764
data,1296514800000,1335;318;7765
data,1246399200000,1335;747;7765
data,1157061600000,1335;10099;7766
data,1262300400000,1335;1119;7766
data,1164927600000,1335;843;7767
data,1217541600000,1335;1895;7767
data,1296514800000,1335;9873;7767
data,1264978800000,1335;251;7768
data,1259622000000,1335;5360;7768
data,1207000800000,1335;2717;7768
data,1270072800000,1335;1824;7768
data,1304685124404,1335;458;7768
data,1214863200000,1335;1974;7768
data,1167606000000,1335;6362;7768
data,1193871600000,1335;16194;7768
data,1272664800000,1335;14391;7768
data,1246399200000,1335;3720;7768
data,1241128800000,1335;1866;7769
data,1288566000000,1335;296;7769
data,1277935200000,1335;510;7770
data,1291158000000,1335;72;7771
data,1243807200000,1335;9232;7771
data,1259622000000,1335;3921;7771
data,1243807200000,1335;10394;7772
data,1270072800000,1335;95;7773
data,1288566000000,1335;2990;7773
data,1154383200000,1335;789;7774
data,1267398000000,1336;88;7774
data,1196463600000,1336;10962;7774
data,1235862000000,1336;526;7774
data,1228086000000,1336;3240;7774
data,1183240800000,1336;15133;7774
data,1175378400000,1336;1884;7775
data,1209592800000,1336;72;7776
data,1162335600000,1336;18744;7776
data,1280613600000,1336;10765;7776
data,1162335600000,1336;907;7776
data,1270072800000,1336;5455;7776
data,1270072800000,1336;7928;7776
data,1209592800000,1336;3576;7776
data,1191189600000,1336;6803;7776
data,1233442800000,1336;637;7776
data,1228086000000,1336;10468;7776
data,1280613600000,1336;5439;7776
data,1238536800000,1336;1990;7776
data,1191189600000,1336;11336;7776
data,1217541600000,1336;7419;7776
data,1254348000000,1336;8831;7776
data,1249077600000,1336;14240;7777
data,1164927600000,1337;13012;7778
data,1230764400000,1337;77;7779
data,1154383200000,1337;14897;7779
data,1280613600000,1337;6969;7779
data,1257030000000,1337;486;7780
data,1235862000000,1337;3201;7780
data,1270072800000,1337;1371;7780
data,1238536800000,1337;959;7781
data,1280613600000,1337;11371;7781
data,1235862000000,1337;10699;7781
data,1228086000000,1337;207;7782
data,1188597600000,1337;2632;7782
data,1304607129902,1337;1279;7782
data,1141167600000,1337;5072;7783
data,1204326000000,1337;18736;7784
data,1259622000000,1337;1839;7785
data,1193871600000,1337;942;7785
data,1304599093760,1337;3525;7785
data,1183240800000,1337;58;7786
data,1293836400000,1337;9253;7786
data,1230764400000,1337;11910;7786
data,1188597600000,1337;2598;7786
data,1283292000000,1337;182;7786
data,1191189600000,1337;15322;7786
data,1259622000000,1337;3057;7787
data,1270072800000,1337;154;7788
data,1283292000000,1337;157;7789
data,1262300400000,1337;18440;7789
data,1233442800000,1338;3730;7789
data,1230764400000,1338;603;7789
data,1220220000000,1338;14423;7789
data,1217541600000,1338;1257;7789
data,1214863200000,1338;9001;7789
data,1257030000000,1338;11610;7789
data,1291158000000,1338;14622;7789
data,1138748400000,1338;16095;7789
data,1277935200000,1338;599;7790
data,1304941497442,1338;1061;7790
data,1209592800000,1338;5901;7790
data,1222812000000,1338;163;7790
data,1243807200000,1338;6376;7791
data,1243807200000,1338;2919;7792
data,1285884000000,1338;2439;7793
data,1220220000000,1338;5920;7793
data,1280613600000,1338;1795;7793
data,1259622000000,1338;1395;7793
data,1249077600000,1339;16746;7793
data,1207000800000,1339;167;7793
data,1275343200000,1339;5671;7793
data,1217541600000,1339;10604;7793
data,1280613600000,1339;2947;7793
data,1275343200000,1339;5514;7793
data,1249077600000,1339;599;7794
data,1277935200000,1339;815;7795
data,1283292000000,1339;1585;7795
data,1275343200000,1339;207;7796
data,1249077600000,1339;9544;7796
data,1296514800000,1339;17566;7796
data,1233442800000,1339;1639;7796
data,1243807200000,1339;1835;7796
data,1159653600000,1339;51;7797
data,1272664800000,1339;3777;7797
data,1288566000000,1339;18135;7797
data,1230764400000,1339;1895;7797
data,1257030000000,1339;154;7798
data,1214863200000,1339;3588;7798
data,1267398000000,1339;293;7798
data,1293836400000,1339;1889;7798
data,1235862000000,1339;3293;7798
data,1257030000000,1339;13710;7798
data,1298934000000,1339;7018;7798
data,1259622000000,1339;9673;7798
data,1222812000000,1339;789;7799
data,1270072800000,1339;92;7799
data,1249077600000,1339;5165;7799
data,1175378400000,1339;100;7800
data,1209592800000,1339;15370;7800
data,1209592800000,1339;189;7800
data,1212271200000,1339;8795;7800
data,1212271200000,1339;2708;7801
data,1251756000000,1340;4126;7801
data,1157061600000,1340;7054;7801
data,1185919200000,1340;10855;7801
data,1146434400000,1340;750;7801
data,1246399200000,1340;2521;7802
data,1270072800000,1340;7070;7802
data,1193871600000,1340;187;7803
data,1267398000000,1340;734;7803
data,1262300400000,1340;997;7804
data,1241128800000,1340;18396;7804
data,1277935200000,1340;2936;7804
data,1157061600000,1340;920;7805
data,1235862000000,1340;295;7805
data,1204326000000,1340;166;7806
data,1235862000000,1340;13344;7806
data,1304705527028,1340;207;7807
data,1214863200000,1341;2347;7807
data,1275343200000,1341;10951;7807
data,1214863200000,1341;6276;7807
data,1291158000000,1341;7795;7807
data,1188597600000,1341;997;7808
data,1228086000000,1341;58;7809
data,1283292000000,1341;11913;7809
data,1298934000000,1341;858;7810
data,1196463600000,1341;1339;7811
data,1304672039859,1341;923;7812
data,1264978800000,1341;314;7813
data,1304700148338,1341;2467;7814
data,1277935200000,1341;687;7814
data,1264978800000,1341;27;7814
data,1191189600000,1341;998;7815
data,1191189600000,1341;5809;7815
data,1141167600000,1341;6698;7815
data,1257030000000,1341;6046;7816
data,1243807200000,1341;7340;7816
data,1254348000000,1341;2546;7816
data,1277935200000,1341;187;7817
data,1235862000000,1341;1243;7817
data,1196463600000,1341;2265;7818
data,1298934000000,1341;295;7819
data,1204326000000,1341;412;7820
data,1259622000000,1341;77;7820
data,1270072800000,1341;1104;7821
data,1291158000000,1341;18358;7821
data,1214863200000,1341;3087;7821
data,1235862000000,1341;8175;7821
data,1196463600000,1341;7782;7821
data,1285884000000,1341;8837;7821
data,1230764400000,1341;2838;7821
data,1259622000000,1341;14429;7821
data,1246399200000,1341;17872;7821
data,1246399200000,1341;1244;7822
data,1212271200000,1341;3536;7822
data,1262300400000,1341;1779;7823
data,1212271200000,1341;1832;7823
data,1298934000000,1341;4278;7823
data,1136070000000,1341;6880;7823
data,1275343200000,1341;2612;7823
data,1133391600000,1341;1349;7824
data,1225494000000,1341;11088;7824
data,1212271200000,1341;1713;7824
data,1233442800000,1341;2611;7824
data,1235862000000,1341;14569;7824
data,1254348000000,1341;8254;7824
data,1304603110906,1341;10389;7824
data,1199142000000,1341;9232;7824
data,1217541600000,1341;9630;7824
data,1146434400000,1341;6247;7824
data,1259622000000,1341;192;7824
data,1167606000000,1341;10127;7824
data,1238536800000,1341;4371;7824
data,1298934000000,1341;10908;7824
data,1222812000000,1341;77;7825
data,1214863200000,1341;15053;7825
data,1225494000000,1341;1110;7825
data,1185919200000,1341;10227;7825
data,1283292000000,1341;344;7826
data,1254348000000,1341;1025;7826
data,1254348000000,1341;969;7826
data,1188597600000,1341;10962;7826
data,1230764400000,1341;293;7827
data,1183240800000,1341;251;7827
data,1225494000000,1341;13415;7827
data,1220220000000,1341;3817;7828
data,1262300400000,1341;1810;7829
data,1249077600000,1341;4132;7829
data,1241128800000,1341;15614;7829
data,1304596642452,1341;9146;7829
data,1164927600000,1341;3473;7829
data,1254348000000,1341;3373;7829
data,1246399200000,1341;11598;7829
data,1201820400000,1341;13231;7829
data,1228086000000,1341;959;7829
data,1272664800000,1341;1603;7829
data,1254348000000,1341;1873;7829
data,1272664800000,1341;3361;7829
data,1257030000000,1341;711;7830
data,1188597600000,1341;1379;7830
data,1225494000000,1341;310;7831
data,1193871600000,1341;17236;7831
data,1296514800000,1341;208;7832
data,1277935200000,1341;14638;7832
data,1283292000000,1341;18732;7832
