
New Run at  07/20/2016 19:55:51
, Time, RandomReward; LearnWReward
data,1288566000000,821;1870;4516
data,1298934000000,821;11701;4516
data,1304689078659,821;3965;4517
data,1238536800000,821;6778;4517
data,1207000800000,821;11183;4518
data,1249077600000,821;3475;4518
data,1207000800000,821;4719;4518
data,1204326000000,821;11998;4518
data,1288566000000,821;2206;4518
data,1183240800000,821;11332;4518
data,1304596432770,821;3441;4519
data,1217541600000,821;2024;4519
data,1288566000000,821;8046;4519
data,1164927600000,821;10310;4519
data,1241128800000,821;6618;4519
data,1304690149586,821;6312;4519
data,1201820400000,821;58;4519
data,1272664800000,821;18382;4519
data,1264978800000,821;1145;4519
data,1220220000000,822;616;4520
data,1222812000000,822;581;4520
data,1275343200000,822;10631;4520
data,1230764400000,822;15034;4520
data,1257030000000,822;2524;4521
data,1233442800000,822;993;4522
data,1277935200000,822;7821;4522
data,1254348000000,822;956;4522
data,1199142000000,822;2558;4523
data,1230764400000,822;12766;4523
data,1172703600000,822;4252;4523
data,1272664800000,822;896;4523
data,-420771600000,823;15761;4523
data,1230764400000,823;17432;4523
data,1251756000000,823;15688;4523
data,1238536800000,823;330;4524
data,1241128800000,823;221;4525
data,1304601235511,823;11607;4525
data,1254348000000,823;488;4525
data,1177970400000,823;2349;4525
data,1193871600000,823;187;4525
data,1207000800000,823;18560;4525
data,1230764400000,823;12550;4525
data,1143842400000,823;9423;4525
data,1249077600000,823;11222;4525
data,1199142000000,823;1098;4526
data,1151704800000,823;311;4526
data,1225494000000,823;3398;4526
data,1272664800000,823;703;4527
data,1293836400000,823;67;4527
data,1283292000000,823;15371;4527
data,1257030000000,823;6313;4527
data,1228086000000,823;2676;4527
data,1267398000000,823;2906;4528
data,1283292000000,823;9729;4528
data,1249077600000,823;8068;4528
data,1201820400000,823;11203;4529
data,1230764400000,823;14123;4530
data,1246399200000,823;349;4531
data,1304692935469,823;1614;4531
data,1277935200000,823;295;4531
data,1270072800000,823;4230;4531
data,1283292000000,823;17570;4531
data,1199142000000,823;13211;4531
data,1280613600000,823;14160;4531
data,1283292000000,823;5890;4531
data,1262300400000,823;693;4532
data,1304608261677,823;228;4532
data,1183240800000,823;2377;4532
data,1185919200000,823;3366;4532
data,1222812000000,823;5721;4532
data,1201820400000,824;6938;4532
data,1262300400000,824;3867;4532
data,1296514800000,824;1131;4532
data,1238536800000,824;8340;4533
data,1204326000000,824;15037;4533
data,1241128800000,824;9228;4533
data,1217541600000,824;9822;4533
data,1157061600000,824;5027;4534
data,1241128800000,824;3112;4534
data,1193871600000,824;877;4535
data,1243807200000,824;13606;4535
data,1193871600000,824;17332;4535
data,1243807200000,824;1001;4535
data,1283292000000,825;1759;4535
data,1159653600000,825;17426;4535
data,1267398000000,825;3502;4535
data,1209592800000,825;11186;4535
data,1222812000000,825;10202;4535
data,1259622000000,825;11339;4536
data,1285884000000,825;10180;4536
data,1238536800000,825;5190;4536
data,1230764400000,825;3980;4536
data,1193871600000,825;14536;4536
data,1191189600000,825;4786;4536
data,1270072800000,825;10899;4536
data,1272664800000,825;1832;4536
data,1277935200000,825;2346;4536
data,1285884000000,825;6797;4536
data,1207000800000,825;511;4537
data,1254348000000,825;291;4538
data,1259622000000,825;3563;4538
data,1122847200000,825;15637;4539
data,1275343200000,825;9032;4539
data,1125525600000,825;2292;4539
data,1272664800000,825;8311;4539
data,1207000800000,825;6569;4539
data,1136070000000,826;4566;4539
data,1201820400000,826;11686;4539
data,1217541600000,826;11547;4539
data,1233442800000,826;10110;4539
data,1249077600000,826;7498;4539
data,1251756000000,826;18152;4539
data,1280613600000,826;538;4540
data,1238536800000,826;1376;4541
data,1296514800000,826;88;4542
data,1230764400000,826;12351;4542
data,1183240800000,826;10522;4542
data,1288566000000,826;1979;4542
data,1238536800000,826;6252;4542
data,1280613600000,826;2029;4542
data,1212271200000,826;5937;4542
data,1162335600000,826;15986;4542
data,1241128800000,826;1409;4543
data,1170284400000,826;11197;4544
data,1262300400000,826;13130;4544
data,1267398000000,826;1167;4545
data,1288566000000,826;11039;4545
data,1212271200000,826;1186;4545
data,1230764400000,826;2921;4546
data,1138748400000,826;15984;4546
data,1209592800000,826;5301;4546
data,1249077600000,826;12351;4546
data,1288566000000,826;82;4546
data,1212271200000,826;12515;4546
data,1151704800000,826;3767;4546
data,1257030000000,826;17515;4546
data,1246399200000,826;5883;4546
data,1230764400000,826;3109;4547
data,1254348000000,826;7;4548
data,1288566000000,826;14662;4548
data,1304678148426,827;4945;4548
data,1146434400000,827;18490;4548
data,1162335600000,828;14288;4548
data,1199142000000,828;5815;4548
data,1191189600000,828;4738;4548
data,1136070000000,828;4790;4548
data,1154383200000,828;2291;4548
data,1191189600000,828;8262;4548
data,1204326000000,828;8191;4548
data,1293836400000,828;10125;4548
data,1246399200000,828;4126;4548
data,1138748400000,828;193;4549
data,1264978800000,828;3041;4549
data,1298934000000,828;10069;4550
data,1238536800000,828;5452;4550
data,1183240800000,828;15476;4550
data,1277935200000,828;5171;4550
data,1280613600000,828;8364;4551
data,1291158000000,828;262;4552
data,1298934000000,828;536;4552
data,1259622000000,828;709;4553
data,1246399200000,828;981;4554
data,1280613600000,828;11519;4554
data,1212271200000,828;4608;4555
data,1298934000000,828;13924;4555
data,1285884000000,828;5638;4555
data,1257030000000,828;309;4555
data,1183240800000,829;17927;4556
data,1233442800000,829;349;4556
data,1264978800000,829;6189;4556
data,1214863200000,829;233;4557
data,1298934000000,829;4218;4557
data,1270072800000,829;603;4558
data,1222812000000,829;2548;4558
data,1241128800000,829;6966;4558
data,1241128800000,829;5437;4558
data,1285884000000,829;6287;4558
data,1293836400000,829;535;4558
data,1151704800000,829;95;4559
data,1159653600000,829;8881;4559
data,1272664800000,829;18717;4559
data,1270072800000,829;461;4559
data,1170284400000,829;8254;4559
data,1207000800000,829;18593;4559
data,1249077600000,829;8905;4559
data,1243807200000,829;320;4560
data,1212271200000,829;13234;4560
data,1228086000000,829;5011;4560
data,1277935200000,829;1512;4560
data,1222812000000,829;289;4561
data,1259622000000,829;6760;4561
data,1199142000000,829;32;4561
data,1204326000000,829;2134;4561
data,1304597966011,829;2521;4561
data,1254348000000,829;15569;4561
data,1228086000000,829;17613;4561
data,1291158000000,829;351;4561
data,1277935200000,829;10163;4561
data,1277935200000,829;6861;4561
data,1222812000000,829;300;4562
data,1172703600000,829;3451;4562
data,1207000800000,829;7011;4562
data,1199142000000,829;19;4563
data,1220220000000,829;8178;4564
data,1233442800000,829;906;4565
data,1280613600000,829;11917;4565
data,1209592800000,829;6884;4566
data,1204326000000,830;1810;4567
data,1243807200000,831;455;4567
data,1280613600000,831;775;4567
data,1133391600000,831;2292;4567
data,1172703600000,831;3281;4567
data,1209592800000,831;5700;4567
data,1291158000000,831;8880;4567
data,1291158000000,831;496;4567
data,1207000800000,831;545;4568
data,1214863200000,831;804;4568
data,1270072800000,831;3889;4568
data,1175378400000,831;7927;4569
data,1233442800000,831;8768;4569
data,1230764400000,831;3689;4569
data,1183240800000,831;715;4570
data,1212271200000,831;8822;4570
data,1249077600000,831;430;4570
data,1212271200000,831;51;4571
data,1204326000000,831;10633;4571
data,1304599295033,831;12017;4571
data,1214863200000,831;4373;4571
data,1207000800000,831;2083;4571
data,1162335600000,831;15445;4571
data,1296514800000,831;2947;4571
data,1177970400000,831;16163;4571
data,1214863200000,832;2667;4572
data,1185919200000,832;4371;4572
data,1243807200000,832;706;4573
data,1291158000000,832;12351;4573
data,1204326000000,832;4306;4573
data,1154383200000,832;310;4574
data,1217541600000,832;1017;4574
data,1241128800000,832;7824;4574
data,1222812000000,832;14889;4574
data,1280613600000,832;15599;4574
data,1251756000000,832;3854;4574
data,1285884000000,832;4165;4574
data,1235862000000,832;2506;4574
data,1209592800000,832;481;4575
data,1230764400000,832;8210;4575
data,1243807200000,833;10160;4575
data,1280613600000,833;3973;4575
data,1270072800000,833;13847;4576
data,1204326000000,833;6397;4576
data,1285884000000,833;6973;4576
data,1291158000000,833;995;4576
data,1164927600000,833;3889;4576
data,1212271200000,833;173;4576
data,1154383200000,833;298;4576
data,1204326000000,833;2187;4576
data,1264978800000,833;803;4576
data,1249077600000,833;291;4577
data,1291158000000,833;16661;4577
data,1267398000000,833;2950;4577
data,1212271200000,833;8254;4577
data,1212271200000,833;1896;4578
data,1159653600000,833;3480;4578
data,1298934000000,833;638;4578
data,1291158000000,833;6271;4578
data,1159653600000,833;253;4578
data,1280613600000,833;2185;4579
data,1217541600000,834;4849;4579
data,1246399200000,834;1358;4579
data,1222812000000,834;5070;4579
data,1275343200000,834;2183;4579
data,1304700148361,834;9479;4580
data,1188597600000,834;634;4580
data,1296514800000,834;707;4581
data,1238536800000,834;1460;4581
data,1217541600000,834;1895;4581
data,1304700148362,834;2979;4582
data,1280613600000,834;15158;4582
data,1293836400000,834;15675;4582
data,1288566000000,834;5452;4582
data,1201820400000,834;1891;4583
data,1220220000000,834;3707;4583
data,1262300400000,834;8646;4583
data,1185919200000,834;813;4583
data,1270072800000,835;44;4583
data,1249077600000,835;581;4583
data,1233442800000,835;2521;4583
data,1230764400000,835;718;4584
data,1291158000000,835;7324;4584
data,1259622000000,835;15532;4584
data,1283292000000,835;4348;4585
data,1298934000000,835;1353;4585
data,1296514800000,835;467;4585
data,1298934000000,836;2951;4585
data,1275343200000,836;7345;4585
data,1304668487090,836;4916;4585
data,1180648800000,836;488;4585
data,1277935200000,837;584;4585
data,1188597600000,837;1449;4585
data,1304690131309,837;14144;4585
data,1304700148343,837;11778;4586
data,1207000800000,837;4460;4587
data,1277935200000,837;4952;4587
data,1212271200000,837;326;4588
data,1238536800000,837;306;4589
data,1125525600000,837;512;4589
data,1225494000000,837;3993;4589
data,1257030000000,837;3941;4590
data,1214863200000,837;725;4590
data,1230764400000,837;13345;4590
data,1196463600000,837;4130;4591
data,1270072800000,837;1051;4592
data,1304932835490,837;1795;4592
data,1209592800000,837;5163;4592
data,1270072800000,837;302;4592
data,1288566000000,837;3041;4592
data,1259622000000,837;7445;4592
data,1222812000000,837;7007;4592
data,1235862000000,837;6144;4592
data,1270072800000,837;511;4593
data,1262300400000,837;1017;4594
data,1291158000000,837;1810;4594
data,1241128800000,837;668;4594
data,1283292000000,837;4571;4594
data,1270072800000,837;10035;4594
data,1162335600000,837;3364;4594
data,1249077600000,837;318;4595
data,1164927600000,837;11339;4595
data,1262300400000,838;2605;4595
data,1264978800000,838;18553;4595
data,1191189600000,838;289;4596
data,1196463600000,838;3768;4597
data,1233442800000,838;1392;4598
data,1277935200000,839;16832;4599
data,1298934000000,839;15058;4599
data,1212271200000,839;7521;4599
data,1228086000000,839;6160;4599
data,1225494000000,839;6048;4599
data,1199142000000,839;3889;4599
data,1220220000000,839;858;4600
data,1196463600000,839;5902;4600
data,1296514800000,839;1383;4600
data,1267398000000,839;298;4600
data,1254348000000,839;197;4601
data,1288566000000,839;8195;4601
data,1296514800000,839;302;4602
data,1238536800000,839;4545;4602
data,1209592800000,839;15528;4602
data,1199142000000,839;16422;4602
data,1259622000000,840;3230;4602
data,1291158000000,840;13393;4602
data,1291158000000,841;11930;4602
data,1272664800000,841;1034;4603
data,1212271200000,841;16500;4604
data,1233442800000,841;6169;4604
data,1201820400000,841;4677;4604
data,1304671067719,841;11714;4604
data,1241128800000,842;536;4605
data,1288566000000,842;8488;4605
data,1285884000000,842;10962;4605
data,1267398000000,842;4822;4605
data,1272664800000,842;6215;4605
data,1175378400000,842;1358;4606
data,1220220000000,842;11891;4606
data,1304597042877,842;1535;4606
data,1272664800000,842;18655;4606
data,1209592800000,842;7802;4606
data,1209592800000,842;498;4607
data,1230764400000,842;66;4608
data,1196463600000,842;5672;4608
data,1217541600000,842;15569;4608
data,1183240800000,842;2387;4608
data,1254348000000,842;2699;4608
data,1272664800000,842;1002;4608
data,1230764400000,842;17479;4608
data,1235862000000,842;12028;4608
data,1249077600000,842;2947;4608
data,1275343200000,842;2083;4609
data,1222812000000,842;16626;4609
data,1143842400000,842;14125;4609
data,1251756000000,842;5803;4609
data,1304676509055,842;16906;4609
data,1251756000000,842;175;4609
data,1149112800000,842;867;4610
data,1222812000000,842;10412;4610
data,1251756000000,842;13528;4610
data,1277935200000,842;15678;4610
data,1170284400000,842;3470;4610
data,1207000800000,842;10519;4610
data,1298934000000,842;5267;4611
data,1188597600000,842;5838;4611
data,1262300400000,842;8596;4611
data,1272664800000,842;228;4612
data,1243807200000,842;17951;4612
data,1257030000000,842;5434;4612
data,1235862000000,842;220;4612
data,1222812000000,842;15974;4612
data,1201820400000,842;1014;4613
data,1264978800000,842;1372;4613
data,1138748400000,842;10715;4613
data,1259622000000,843;3992;4614
data,1162335600000,843;7780;4614
data,1217541600000,843;2559;4614
data,1251756000000,843;8298;4614
data,1298934000000,843;11203;4614
data,1214863200000,843;3875;4614
data,1277935200000,843;16394;4614
data,1199142000000,843;2559;4614
data,1217541600000,844;1426;4614
data,1264978800000,844;301;4614
data,1283292000000,844;13362;4614
data,1241128800000,844;7517;4614
data,1259622000000,844;5785;4614
data,1228086000000,844;2941;4614
data,1204326000000,844;182;4614
data,1270072800000,844;14623;4614
data,1283292000000,844;10879;4614
data,1175378400000,844;17577;4614
data,1275343200000,844;9650;4614
data,1209592800000,844;7117;4614
data,1267398000000,844;6348;4614
data,1128117600000,844;2570;4614
data,1225494000000,844;6714;4614
data,1141167600000,844;1398;4614
data,1233442800000,844;7027;4614
data,1238536800000,844;2121;4614
data,1251756000000,844;17381;4614
data,1122847200000,844;159;4615
data,1207000800000,845;8364;4615
data,1201820400000,845;3628;4615
data,1185919200000,845;945;4615
data,1230764400000,845;5625;4615
data,1214863200000,845;4153;4615
data,1277935200000,845;433;4615
data,1257030000000,845;10761;4615
data,1228086000000,845;9919;4615
data,1272664800000,845;1463;4615
data,1225494000000,845;190;4616
data,1293836400000,845;1724;4616
data,1180648800000,845;3488;4616
data,1149112800000,845;95;4617
data,1280613600000,845;1886;4617
data,1262300400000,845;2861;4618
data,1235862000000,845;3947;4619
data,1225494000000,845;6440;4619
data,1304935912370,845;6980;4619
data,1262300400000,845;165;4620
data,1304596471197,845;1076;4621
data,1141167600000,845;8907;4621
data,1296514800000,845;1818;4621
data,1230764400000,845;17956;4621
data,1164927600000,845;6781;4621
data,1275343200000,845;10067;4621
data,1162335600000,845;5105;4621
data,1251756000000,845;11434;4621
data,1296514800000,845;3331;4621
data,1272664800000,845;1736;4622
data,1267398000000,845;8815;4622
data,1230764400000,845;3227;4623
data,1164927600000,845;2565;4623
data,1249077600000,846;12689;4624
data,1251756000000,846;1353;4624
data,1235862000000,846;1249;4625
data,1264978800000,846;5155;4626
data,1209592800000,846;969;4626
data,1304698341549,846;962;4626
data,1275343200000,846;7279;4626
data,1172703600000,846;599;4627
data,1291158000000,846;680;4628
data,1298934000000,846;898;4629
data,1280613600000,846;176;4630
data,1251756000000,846;4880;4630
data,1298934000000,846;4920;4630
data,1251756000000,846;9907;4630
data,1291158000000,846;11189;4630
data,1204326000000,846;9423;4631
data,1249077600000,846;1062;4632
data,1262300400000,846;302;4633
data,1207000800000,846;17157;4634
data,1212271200000,846;3470;4635
data,1280613600000,846;340;4636
data,1267398000000,846;237;4637
data,1136070000000,846;1076;4638
data,1241128800000,846;198;4638
data,1291158000000,846;2343;4639
data,1283292000000,846;5452;4639
data,1220220000000,846;2567;4639
data,1214863200000,846;17646;4639
data,1209592800000,846;314;4640
data,1257030000000,846;17281;4640
data,1209592800000,846;1099;4640
data,1217541600000,846;10429;4640
data,1241128800000,846;14859;4640
data,1157061600000,846;1343;4640
data,1222812000000,846;15575;4640
data,1277935200000,846;7112;4640
data,1164927600000,846;5100;4640
data,1196463600000,846;5030;4640
data,1283292000000,846;6193;4641
data,1235862000000,846;156;4641
data,1225494000000,846;9583;4642
data,1298934000000,846;1002;4642
data,1272664800000,846;13581;4642
data,1235862000000,846;154;4643
data,1233442800000,846;4242;4643
data,1230764400000,846;251;4644
data,1220220000000,846;11532;4644
data,1275343200000,846;446;4644
data,1272664800000,846;14160;4644
data,1217541600000,846;27;4645
data,1225494000000,847;3544;4645
data,1304669446585,847;7277;4645
data,1230764400000,847;546;4646
data,1230764400000,847;17927;4647
data,1288566000000,847;89;4648
data,1257030000000,848;18215;4648
data,1183240800000,848;6739;4648
data,1285884000000,848;998;4649
data,1241128800000,848;15347;4649
data,1264978800000,848;227;4650
data,1283292000000,848;259;4650
data,1180648800000,848;1013;4651
data,1257030000000,848;14485;4651
data,1277935200000,849;652;4651
data,1288566000000,849;2436;4652
data,1251756000000,849;67;4653
data,1217541600000,849;1314;4653
data,1272664800000,849;8347;4653
data,1280613600000,849;6045;4654
data,1277935200000,849;9650;4654
data,1217541600000,849;279;4654
data,1288566000000,849;1887;4654
data,1209592800000,849;3537;4654
data,1170284400000,849;735;4654
data,1196463600000,849;15707;4654
data,1262300400000,849;9332;4654
data,1175378400000,849;6262;4654
data,1159653600000,849;798;4655
data,1283292000000,849;1416;4656
data,1259622000000,849;982;4657
data,1277935200000,849;5901;4657
data,1259622000000,850;982;4658
data,1235862000000,850;1807;4658
data,1183240800000,850;6297;4658
data,1220220000000,850;6453;4658
data,1235862000000,850;1895;4659
data,1128117600000,850;3302;4660
data,1249077600000,850;11055;4660
data,1291158000000,850;2220;4660
data,1270072800000,850;6582;4660
data,1277935200000,850;289;4661
data,1170284400000,850;12710;4662
data,1288566000000,850;12966;4662
data,1225494000000,850;582;4663
data,1204326000000,850;11632;4663
data,1172703600000,850;7896;4663
data,1238536800000,850;360;4664
data,1233442800000,850;2962;4664
data,1249077600000,850;9544;4664
data,1257030000000,850;5803;4665
data,1220220000000,850;14529;4665
data,1272664800000,850;531;4665
data,1257030000000,850;9907;4665
data,1177970400000,850;140;4665
data,1230764400000,850;81;4666
data,1172703600000,850;3861;4666
data,1267398000000,850;9242;4667
data,1241128800000,850;7868;4667
data,1164927600000,850;4129;4668
data,1288566000000,851;1854;4668
data,1264978800000,851;11768;4668
data,1217541600000,851;16411;4668
data,1280613600000,851;288;4669
data,1272664800000,851;182;4669
data,1193871600000,851;1006;4670
data,1235862000000,851;3968;4671
data,1283292000000,851;837;4672
data,1296514800000,851;1363;4672
data,1304608255550,851;225;4672
data,1304599040813,851;8246;4672
data,1264978800000,851;1874;4673
data,1285884000000,851;14256;4673
data,1196463600000,851;6759;4673
data,1154383200000,851;759;4673
data,1217541600000,851;1052;4673
data,1233442800000,851;1456;4673
data,1293836400000,851;6284;4673
data,1191189600000,852;360;4674
data,1280613600000,852;464;4675
data,1243807200000,852;307;4675
data,1298934000000,852;792;4675
data,1288566000000,852;2849;4675
data,1193871600000,853;18583;4675
data,1293836400000,853;5988;4676
data,1291158000000,853;15044;4677
data,1249077600000,853;180;4677
data,1196463600000,853;289;4678
data,1154383200000,853;3444;4678
data,1291158000000,853;668;4678
data,1188597600000,853;1015;4679
data,1130799600000,853;59;4680
data,1143842400000,853;937;4680
data,1220220000000,853;11332;4680
data,1180648800000,853;266;4680
data,1272664800000,853;1820;4680
data,1246399200000,853;476;4680
data,1275343200000,853;306;4681
data,1293836400000,853;9516;4681
data,1183240800000,853;921;4681
data,1183240800000,853;12994;4681
data,1228086000000,853;1379;4681
data,1288566000000,853;96;4681
data,1288566000000,853;3960;4682
data,1298934000000,853;15544;4682
data,1159653600000,853;378;4682
data,1262300400000,853;2385;4682
data,1235862000000,853;15375;4682
data,1154383200000,853;3466;4683
data,1277935200000,853;403;4684
data,1267398000000,853;2656;4684
data,1241128800000,853;18120;4684
data,1277935200000,853;612;4684
data,1304692937196,853;2346;4685
data,1175378400000,853;71;4686
data,1212271200000,853;443;4687
data,1293836400000,853;603;4688
data,1262300400000,853;279;4689
data,1138748400000,853;592;4689
data,1212271200000,853;14961;4689
data,1304677557841,853;5785;4690
data,1138748400000,853;900;4690
data,1196463600000,853;2361;4690
data,1222812000000,853;2442;4690
data,1259622000000,853;3976;4691
data,1207000800000,853;7859;4691
data,1270072800000,853;154;4692
data,1220220000000,853;1299;4692
data,1209592800000,853;229;4692
data,1241128800000,853;481;4693
data,1304669793688,853;15446;4694
data,1230764400000,853;527;4695
data,1207000800000,853;2681;4696
data,1288566000000,853;349;4697
data,1230764400000,853;89;4698
data,1280613600000,853;424;4698
data,1191189600000,853;4048;4698
data,1249077600000,853;726;4699
data,1185919200000,853;11024;4699
data,1275343200000,853;11963;4699
data,1254348000000,853;14127;4699
data,1212271200000,853;3470;4699
data,1270072800000,854;7868;4699
data,1280613600000,854;11139;4699
data,1130799600000,854;8108;4700
data,1201820400000,854;9944;4700
data,1272664800000,854;969;4701
data,1259622000000,854;72;4702
data,1249077600000,854;458;4702
data,1277935200000,854;16049;4702
data,1207000800000,854;15776;4702
data,1172703600000,854;3675;4702
data,1283292000000,854;1479;4702
data,1241128800000,854;15326;4702
data,1267398000000,854;4257;4702
data,1230764400000,854;295;4703
data,1220220000000,854;12215;4703
data,1241128800000,854;4869;4703
data,1146434400000,854;2834;4703
data,1222812000000,854;5123;4703
data,1199142000000,854;2523;4704
data,1280613600000,854;1532;4704
data,1249077600000,854;4406;4704
data,1285884000000,854;1107;4704
data,1293836400000,854;715;4704
data,1175378400000,854;2984;4704
data,1177970400000,854;3090;4704
data,1241128800000,854;11913;4704
data,1296514800000,854;11683;4704
data,1199142000000,854;10024;4704
data,1254348000000,854;3495;4704
data,1185919200000,854;55;4705
data,1264978800000,854;9822;4705
data,1293836400000,854;8311;4705
data,1159653600000,854;667;4705
data,1288566000000,854;2558;4706
data,1243807200000,854;288;4706
data,1233442800000,854;11068;4706
data,1275343200000,854;4566;4706
data,1207000800000,854;733;4707
data,1167606000000,854;3752;4707
data,1193871600000,854;1001;4708
data,1283292000000,854;18391;4708
data,1267398000000,854;2986;4709
data,1270072800000,855;8660;4709
data,1296514800000,855;2544;4710
data,1214863200000,855;2831;4710
data,1214863200000,855;3592;4710
data,1199142000000,855;951;4711
data,1291158000000,855;3584;4712
data,1262300400000,855;11890;4712
data,1296514800000,855;2690;4712
data,1238536800000,855;208;4712
data,1212271200000,855;535;4712
data,1249077600000,855;257;4713
data,1196463600000,855;5099;4713
data,1217541600000,855;4713;4713
data,1225494000000,855;8101;4713
data,1275343200000,855;889;4713
data,1293836400000,856;1883;4713
data,1172703600000,857;6542;4713
data,1209592800000,857;2032;4713
data,1272664800000,857;3411;4714
data,1267398000000,857;12990;4714
data,1262300400000,857;1713;4715
data,1293836400000,857;2851;4715
data,1270072800000,857;3427;4716
data,1280613600000,857;10536;4716
data,1199142000000,857;9868;4716
data,1241128800000,857;3972;4717
data,1220220000000,857;5784;4717
data,1235862000000,857;2345;4717
data,1230764400000,857;8161;4717
data,1222812000000,857;982;4718
data,1275343200000,857;7116;4718
data,1228086000000,857;1383;4718
data,1243807200000,857;16973;4718
data,1188597600000,857;14944;4718
data,1217541600000,857;11640;4718
data,1225494000000,857;1545;4718
data,1207000800000,857;4118;4719
data,1270072800000,857;1397;4719
data,1228086000000,857;2523;4719
data,1251756000000,857;15671;4719
data,1262300400000,857;2546;4719
data,1175378400000,857;3200;4719
data,1277935200000,857;7713;4719
data,1296514800000,857;889;4720
data,1257030000000,857;7347;4721
data,1246399200000,857;9543;4721
data,1212271200000,857;9163;4721
data,1162335600000,857;1571;4721
data,1233442800000,857;17565;4721
data,1228086000000,857;9636;4721
data,1180648800000,857;1013;4722
data,1188597600000,857;3519;4722
data,1170284400000,857;713;4722
data,1164927600000,858;2565;4722
data,1288566000000,858;15135;4722
data,1291158000000,858;2453;4723
data,1270072800000,858;3097;4724
data,1288566000000,858;5692;4724
data,1217541600000,858;1122;4725
data,1272664800000,858;8178;4725
data,1304598596785,858;4001;4726
data,1288566000000,858;5984;4726
data,1280613600000,858;18135;4726
data,1122847200000,858;7069;4727
data,1259622000000,858;14818;4728
data,1170284400000,858;192;4728
data,1183240800000,858;7498;4728
data,1235862000000,858;2988;4728
data,1291158000000,858;11102;4728
data,1249077600000,858;4701;4728
data,1230764400000,858;6008;4728
data,1159653600000,858;295;4729
data,1183240800000,858;3171;4729
data,1264978800000,859;3501;4729
data,1298934000000,859;10147;4729
data,1241128800000,859;1613;4730
data,1285884000000,859;1852;4730
data,1183240800000,859;3916;4730
data,1207000800000,859;1119;4730
data,1209592800000,859;5123;4730
data,1251756000000,860;18198;4730
data,1228086000000,860;8301;4730
data,1304667935105,861;4432;4730
data,1264978800000,861;16551;4730
data,1304673440406,861;475;4731
data,1183240800000,861;13208;4731
data,1164927600000,861;1156;4732
data,1183240800000,861;344;4732
data,1283292000000,861;10075;4732
data,1267398000000,861;5902;4732
data,1193871600000,861;3071;4733
data,1154383200000,861;55;4734
data,1193871600000,861;12392;4734
data,1291158000000,861;3171;4734
data,1193871600000,861;17541;4734
data,1201820400000,861;1879;4735
data,1283292000000,861;430;4735
data,1270072800000,861;1390;4736
data,1159653600000,861;4300;4736
data,1167606000000,861;6743;4736
data,1298934000000,861;2787;4736
data,1264978800000,861;329;4737
data,1254348000000,861;13941;4737
data,1212271200000,861;9139;4737
data,1196463600000,861;7928;4737
data,1288566000000,861;823;4738
data,1264978800000,861;10677;4739
data,1204326000000,861;3436;4740
data,1296514800000,861;818;4740
data,1267398000000,861;8067;4740
data,1241128800000,861;11122;4740
data,1193871600000,861;997;4741
data,1238536800000,861;1081;4741
data,1183240800000,861;4275;4741
data,1264978800000,861;3557;4741
data,1222812000000,862;1820;4742
data,1162335600000,862;735;4742
data,1235862000000,862;2025;4743
data,1280613600000,862;2941;4743
data,1288566000000,862;10172;4743
data,1296514800000,862;89;4744
data,1133391600000,862;13190;4744
data,1267398000000,862;843;4745
data,1275343200000,862;707;4746
data,1262300400000,862;15894;4746
data,1270072800000,862;333;4747
data,1164927600000,862;10250;4747
data,1241128800000,862;1239;4748
data,1212271200000,862;3270;4748
data,1225494000000,862;3500;4748
data,1262300400000,862;1505;4749
data,1280613600000,862;6163;4749
data,1207000800000,862;3859;4750
data,1275343200000,862;3206;4750
data,1220220000000,862;709;4751
data,1267398000000,862;3784;4752
data,1193871600000,862;1418;4752
data,1225494000000,862;11222;4752
data,1159653600000,862;18284;4752
data,1288566000000,862;10308;4752
data,1280613600000,862;327;4753
data,1199142000000,862;15365;4753
data,1180648800000,863;7833;4753
data,1270072800000,863;7795;4753
data,1204326000000,863;3817;4753
data,1180648800000,863;2633;4753
data,1272664800000,863;5525;4753
data,1304600825136,863;1404;4754
data,1296514800000,863;13834;4754
data,1264978800000,863;1512;4754
data,1254348000000,863;418;4754
data,1217541600000,864;716;4755
data,1209592800000,864;627;4755
data,1233442800000,864;8640;4755
data,1217541600000,864;9727;4755
data,1228086000000,864;4444;4755
data,1280613600000,864;617;4755
data,1280613600000,864;3639;4755
data,1196463600000,864;13744;4755
data,1233442800000,864;5216;4755
data,1217541600000,864;6546;4755
data,1254348000000,864;3123;4755
data,1277935200000,864;15700;4755
data,1212271200000,864;358;4755
data,1207000800000,864;4814;4755
data,1241128800000,864;2742;4756
data,1293836400000,864;9980;4756
data,1212271200000,864;1878;4756
data,1270072800000,864;7699;4756
data,1277935200000,864;17382;4756
data,1257030000000,864;4458;4756
data,1285884000000,864;3920;4756
data,1257030000000,864;864;4756
data,1288566000000,864;747;4756
data,1291158000000,864;843;4757
data,1249077600000,864;13320;4757
data,1285884000000,864;8013;4757
data,1212271200000,864;3587;4758
data,1220220000000,864;5117;4758
data,1304596439030,864;16732;4758
data,1267398000000,864;220;4759
data,1241128800000,864;2150;4760
data,1225494000000,864;1411;4760
data,1188597600000,864;1878;4761
data,1235862000000,864;4704;4761
data,1288566000000,864;2586;4762
data,1298934000000,864;4261;4762
data,1283292000000,864;2576;4763
data,1220220000000,864;12550;4763
data,1243807200000,864;13543;4763
data,1220220000000,864;5153;4764
