
New Run at  09/15/2015 00:40:43
, Time,RandomReward; CoLinReward; LinUCBReward; GOBLinReward
data,1277935200000,310;1920;1296;1984
data,1304941497443,311;1933;1307;1996
data,1217541600000,312;1947;1323;2012
data,1214863200000,313;1962;1337;2027
data,1228086000000,314;1975;1345;2038
data,1243807200000,314;1990;1358;2053
data,1151704800000,315;2001;1372;2063
data,1209592800000,318;2016;1385;2077
data,1272664800000,322;2029;1400;2092
data,1183240800000,324;2043;1415;2109
data,1183240800000,324;2061;1434;2130
data,1262300400000,325;2076;1445;2145
data,1204326000000,326;2087;1457;2156
data,1235862000000,328;2101;1467;2170
data,1304600441499,330;2110;1476;2182
data,1235862000000,335;2122;1484;2194
data,1228086000000,335;2131;1492;2200
data,1254348000000,339;2142;1500;2216
data,1183240800000,342;2158;1513;2229
data,1304682174558,343;2177;1524;2244
data,1254348000000,345;2194;1537;2259
data,1262300400000,346;2207;1548;2275
data,1272664800000,348;2219;1557;2290
data,1280613600000,349;2233;1568;2300
data,1249077600000,350;2247;1582;2311
data,1170284400000,353;2258;1589;2324
data,1275343200000,353;2267;1600;2334
data,1267398000000,353;2281;1610;2350
data,1217541600000,355;2292;1620;2364
data,1275343200000,358;2305;1633;2378
data,1272664800000,359;2317;1643;2393
data,1288566000000,362;2330;1652;2409
data,1188597600000,367;2344;1664;2422
data,1264978800000,372;2356;1675;2434
data,1214863200000,374;2367;1688;2446
data,1272664800000,375;2383;1697;2465
data,1214863200000,378;2398;1708;2481
data,1230764400000,379;2405;1715;2490
data,1277935200000,380;2418;1723;2502
data,1238536800000,384;2432;1736;2518
data,1298934000000,386;2441;1746;2530
data,1285884000000,390;2450;1756;2541
data,1272664800000,391;2465;1763;2554
data,1243807200000,392;2481;1777;2569
data,1212271200000,394;2500;1793;2589
data,1251756000000,396;2513;1802;2609
data,1230764400000,397;2528;1815;2622
data,1207000800000,398;2541;1828;2641
data,1241128800000,398;2551;1836;2653
data,1225494000000,401;2564;1847;2666
data,1257030000000,403;2575;1864;2679
data,1285884000000,405;2584;1871;2691
data,1283292000000,407;2593;1879;2703
data,1180648800000,409;2604;1886;2715
data,1262300400000,410;2614;1891;2726
data,1193871600000,412;2630;1906;2742
data,1233442800000,415;2643;1915;2755
data,1201820400000,417;2658;1925;2775
data,1175378400000,419;2675;1936;2795
data,1243807200000,422;2692;1950;2813
data,1264978800000,425;2708;1964;2830
data,1257030000000,426;2721;1980;2848
data,1177970400000,426;2734;1991;2865
data,1259622000000,427;2748;1999;2879
data,1280613600000,431;2765;2010;2894
data,1233442800000,432;2773;2017;2905
data,1280613600000,434;2788;2034;2922
data,1185919200000,435;2801;2046;2939
data,1243807200000,435;2814;2059;2950
data,1193871600000,435;2831;2073;2969
data,1272664800000,440;2842;2082;2981
data,1254348000000,440;2854;2092;2992
data,1254348000000,443;2871;2108;3010
data,1296514800000,444;2885;2119;3024
data,1243807200000,446;2898;2131;3040
data,1262300400000,448;2907;2140;3052
data,1270072800000,452;2920;2150;3067
data,1304934693407,457;2934;2164;3079
data,1275343200000,463;2950;2177;3101
data,1175378400000,464;2965;2185;3115
data,1267398000000,464;2978;2196;3131
data,1277935200000,465;2996;2212;3149
data,1280613600000,465;3013;2227;3165
data,1298934000000,466;3027;2241;3183
data,1212271200000,469;3043;2259;3200
data,1225494000000,472;3054;2265;3210
data,1183240800000,475;3069;2279;3228
data,1304934658283,477;3087;2292;3241
data,1272664800000,477;3099;2304;3255
data,1233442800000,480;3114;2316;3268
data,1188597600000,481;3121;2324;3276
data,1233442800000,483;3134;2339;3293
data,1272664800000,485;3141;2348;3301
data,1298934000000,488;3158;2360;3316
data,1235862000000,490;3170;2371;3329
data,1180648800000,490;3183;2381;3342
data,1230764400000,490;3197;2390;3356
data,1262300400000,493;3211;2401;3370
data,1143842400000,498;3220;2413;3385
data,1241128800000,499;3234;2425;3396
data,1230764400000,502;3244;2433;3406
data,1280613600000,504;3255;2444;3420
data,1212271200000,507;3276;2454;3441
data,1249077600000,508;3290;2465;3453
data,1275343200000,508;3306;2481;3467
data,1280613600000,510;3320;2495;3481
data,1246399200000,512;3333;2508;3497
data,1235862000000,512;3346;2522;3511
data,1228086000000,513;3360;2531;3525
data,1288566000000,514;3370;2544;3539
data,1285884000000,515;3384;2560;3552
data,1228086000000,518;3398;2571;3564
data,1157061600000,519;3411;2584;3576
data,1304698730679,521;3426;2599;3593
data,1225494000000,523;3439;2614;3609
data,1214863200000,525;3454;2628;3625
data,1264978800000,527;3468;2642;3641
data,1214863200000,529;3486;2659;3662
data,1280613600000,530;3502;2677;3679
data,1133391600000,532;3512;2688;3691
data,1272664800000,534;3527;2702;3707
data,1141167600000,537;3546;2715;3726
data,1146434400000,537;3556;2725;3738
data,1280613600000,538;3579;2745;3758
data,1257030000000,542;3588;2752;3770
data,1159653600000,543;3601;2766;3783
data,1233442800000,544;3612;2775;3794
data,1280613600000,547;3631;2791;3814
data,1246399200000,548;3644;2802;3828
data,1304934717029,552;3656;2816;3842
data,1201820400000,555;3665;2825;3853
data,1291158000000,557;3680;2842;3870
data,1159653600000,558;3695;2852;3890
data,1285884000000,561;3710;2871;3908
data,1262300400000,568;3728;2889;3924
data,1159653600000,569;3737;2899;3934
data,1243807200000,573;3753;2913;3950
data,1254348000000,576;3768;2925;3963
data,1241128800000,578;3779;2938;3976
data,1291158000000,581;3789;2947;3987
data,1249077600000,582;3807;2961;4003
data,1228086000000,587;3820;2968;4018
data,1175378400000,589;3830;2976;4030
data,1214863200000,594;3847;2989;4047
data,1204326000000,596;3861;3002;4062
data,1241128800000,596;3877;3014;4084
data,1209592800000,599;3895;3028;4102
data,1172703600000,600;3912;3040;4118
data,1249077600000,600;3920;3049;4130
data,1257030000000,602;3936;3066;4148
data,1283292000000,605;3949;3080;4163
data,1243807200000,607;3961;3095;4174
data,1238536800000,610;3976;3112;4192
data,1207000800000,612;3987;3123;4203
data,1288566000000,614;4004;3135;4220
data,1209592800000,614;4015;3148;4234
data,1291158000000,617;4034;3163;4256
data,1238536800000,619;4048;3178;4270
data,1230764400000,619;4067;3195;4291
data,1249077600000,623;4083;3210;4303
data,1304677192813,627;4093;3220;4314
data,1270072800000,628;4107;3236;4329
data,1251756000000,629;4120;3251;4349
data,1280613600000,630;4133;3268;4361
data,1280613600000,631;4148;3283;4376
data,1217541600000,632;4161;3295;4389
data,1275343200000,635;4174;3308;4399
data,1225494000000,637;4186;3322;4414
data,1199142000000,638;4199;3334;4431
data,1141167600000,640;4211;3343;4441
data,1217541600000,642;4229;3357;4458
data,1199142000000,645;4243;3370;4472
data,1199142000000,648;4261;3386;4492
data,1275343200000,649;4275;3402;4506
data,1246399200000,653;4291;3420;4521
data,1270072800000,656;4308;3437;4538
data,1217541600000,658;4323;3450;4551
data,1143842400000,659;4336;3465;4564
data,1304702573808,662;4351;3479;4580
data,1128117600000,663;4362;3490;4591
data,1217541600000,663;4386;3509;4615
data,1230764400000,664;4394;3516;4623
data,1267398000000,664;4409;3529;4637
data,1246399200000,666;4422;3546;4652
data,1275343200000,668;4436;3562;4669
data,1285884000000,669;4451;3575;4681
data,1238536800000,670;4469;3590;4699
data,1296514800000,673;4483;3603;4711
data,1220220000000,676;4493;3613;4723
data,1225494000000,679;4509;3628;4741
data,1267398000000,681;4519;3635;4752
data,1212271200000,684;4537;3649;4764
data,1220220000000,684;4549;3663;4778
data,1230764400000,687;4569;3680;4797
data,1293836400000,688;4585;3695;4812
data,1304603098744,688;4600;3711;4828
data,1209592800000,690;4616;3726;4842
data,1277935200000,693;4629;3738;4856
data,1283292000000,695;4640;3746;4867
data,1214863200000,696;4656;3759;4882
data,1264978800000,698;4672;3771;4899
data,1133391600000,704;4683;3782;4911
data,1183240800000,711;4699;3794;4927
data,1193871600000,715;4712;3805;4940
data,1175378400000,716;4728;3821;4957
data,1228086000000,717;4735;3828;4966
data,1246399200000,717;4749;3840;4983
data,1254348000000,718;4764;3855;5002
data,1293836400000,720;4776;3864;5015
data,1222812000000,722;4794;3878;5033
data,1235862000000,724;4810;3894;5050
data,1283292000000,724;4822;3903;5062
data,1304609435842,728;4838;3918;5078
data,1235862000000,731;4853;3934;5097
data,1241128800000,734;4873;3952;5114
data,1288566000000,734;4885;3960;5124
data,1296514800000,735;4899;3974;5139
data,1222812000000,737;4913;3986;5155
data,1230764400000,738;4930;4001;5172
data,1143842400000,740;4941;4011;5187
data,1280613600000,741;4956;4029;5204
data,1243807200000,743;4975;4048;5224
data,1222812000000,744;4993;4067;5244
data,1280613600000,745;5000;4077;5255
data,1272664800000,748;5014;4092;5268
data,1304935909307,753;5028;4107;5283
data,1270072800000,756;5043;4120;5300
data,1262300400000,757;5062;4136;5319
data,1217541600000,759;5078;4149;5333
data,1291158000000,760;5097;4167;5354
data,1257030000000,761;5119;4185;5372
data,1254348000000,762;5136;4197;5389
data,1196463600000,765;5156;4215;5410
data,1228086000000,767;5170;4228;5424
data,1267398000000,768;5188;4247;5443
data,1293836400000,769;5201;4254;5456
data,1204326000000,770;5210;4264;5467
data,1170284400000,771;5224;4277;5483
data,1280613600000,773;5232;4286;5495
data,1280613600000,774;5249;4302;5512
data,1262300400000,775;5259;4313;5525
data,1209592800000,778;5272;4326;5542
data,1209592800000,779;5291;4342;5561
data,1296514800000,782;5303;4353;5574
data,1204326000000,783;5316;4369;5589
data,1257030000000,786;5331;4382;5603
data,1241128800000,790;5346;4397;5620
data,1283292000000,792;5359;4410;5634
data,1288566000000,795;5373;4422;5648
data,1220220000000,800;5394;4439;5667
data,1207000800000,802;5407;4452;5683
data,1238536800000,803;5425;4463;5699
data,1304678148426,806;5439;4477;5712
data,1259622000000,809;5451;4491;5726
data,1222812000000,813;5459;4500;5736
data,1259622000000,819;5471;4515;5750
data,1220220000000,822;5491;4533;5769
data,1298934000000,823;5503;4544;5783
data,1180648800000,827;5512;4555;5792
data,1257030000000,829;5530;4576;5813
data,1259622000000,832;5546;4592;5828
data,1243807200000,832;5563;4607;5846
data,1304669793688,832;5577;4624;5863
data,1167606000000,834;5595;4642;5881
data,1212271200000,835;5608;4655;5896
data,1283292000000,840;5618;4670;5907
data,1272664800000,841;5630;4685;5920
data,1241128800000,843;5644;4696;5933
data,1293836400000,846;5663;4716;5949
data,1280613600000,849;5680;4736;5964
data,1280613600000,852;5701;4754;5983
data,1264978800000,854;5714;4765;5998
data,1283292000000,857;5729;4781;6016
data,1254348000000,858;5737;4794;6023
data,1277935200000,862;5752;4809;6034
data,1159653600000,863;5767;4825;6051
data,1183240800000,865;5785;4845;6069
data,1285884000000,867;5797;4856;6083
data,1262300400000,870;5810;4871;6097
data,1220220000000,871;5822;4883;6111
data,1212271200000,875;5836;4897;6126
data,1228086000000,878;5850;4911;6141
data,1298934000000,879;5862;4921;6156
data,1254348000000,883;5873;4931;6167
data,1243807200000,884;5884;4938;6177
data,1283292000000,884;5898;4953;6196
data,1193871600000,884;5913;4965;6210
data,1209592800000,886;5923;4977;6220
data,1204326000000,887;5937;4993;6234
data,1285884000000,888;5959;5012;6255
data,1230764400000,888;5971;5025;6269
data,1191189600000,890;5980;5036;6276
data,1196463600000,893;5991;5049;6288
data,1254348000000,897;6011;5068;6310
data,1233442800000,901;6026;5085;6327
data,1193871600000,902;6051;5107;6350
data,1283292000000,904;6060;5122;6358
data,1257030000000,904;6071;5131;6370
data,1159653600000,904;6089;5142;6388
data,1262300400000,905;6106;5160;6411
data,1293836400000,906;6119;5171;6427
data,1298934000000,908;6131;5179;6437
data,1249077600000,911;6147;5192;6452
data,1254348000000,916;6159;5208;6468
data,1175378400000,919;6174;5221;6481
data,1235862000000,920;6189;5235;6497
data,1283292000000,922;6201;5249;6505
data,1220220000000,923;6218;5267;6520
data,1154383200000,924;6228;5274;6531
data,1304597059204,925;6244;5287;6548
data,1243807200000,927;6260;5302;6561
data,1204326000000,930;6272;5316;6574
data,1264978800000,933;6286;5330;6590
data,1280613600000,937;6300;5342;6603
data,1183240800000,940;6318;5358;6622
data,1235862000000,941;6328;5370;6634
data,1193871600000,941;6341;5389;6652
data,1267398000000,943;6354;5400;6667
data,1235862000000,946;6371;5414;6683
data,1191189600000,946;6389;5433;6701
data,1230764400000,950;6401;5444;6714
data,1209592800000,953;6415;5457;6730
data,1191189600000,953;6435;5478;6747
data,1246399200000,956;6455;5496;6768
data,1272664800000,957;6472;5514;6786
data,1235862000000,961;6486;5526;6801
data,1209592800000,963;6498;5538;6814
data,1262300400000,966;6512;5555;6829
data,1241128800000,968;6529;5565;6846
data,1162335600000,969;6541;5578;6860
data,1293836400000,972;6552;5588;6870
data,1204326000000,978;6563;5599;6882
data,1207000800000,978;6581;5615;6895
data,1199142000000,982;6600;5632;6913
data,1283292000000,982;6615;5646;6929
data,1291158000000,985;6630;5660;6943
data,1230764400000,988;6645;5676;6962
data,1254348000000,989;6662;5690;6982
data,1185919200000,992;6674;5699;6994
data,1272664800000,994;6688;5712;7010
data,1172703600000,996;6700;5723;7025
data,1204326000000,997;6716;5737;7037
data,1222812000000,999;6732;5753;7054
data,1280613600000,1000;6753;5770;7071
data,1235862000000,1002;6770;5785;7087
data,1270072800000,1002;6781;5796;7096
data,1164927600000,1004;6792;5810;7111
data,1267398000000,1010;6810;5826;7128
data,1230764400000,1012;6825;5837;7142
data,1285884000000,1014;6839;5848;7154
data,1264978800000,1016;6854;5862;7171
data,1257030000000,1018;6869;5875;7186
data,1272664800000,1020;6883;5888;7202
data,1293836400000,1023;6894;5901;7217
data,1230764400000,1028;6911;5914;7233
data,1283292000000,1030;6929;5929;7250
data,1162335600000,1032;6949;5943;7270
data,1172703600000,1034;6961;5953;7283
data,1262300400000,1035;6975;5970;7298
data,1199142000000,1035;6988;5981;7313
data,1214863200000,1038;7004;5996;7328
data,1241128800000,1038;7012;6003;7338
data,1249077600000,1039;7030;6016;7353
data,1175378400000,1040;7043;6027;7365
data,1207000800000,1043;7051;6033;7375
data,1304934687695,1046;7066;6050;7393
data,1146434400000,1047;7080;6065;7407
data,1304596458131,1048;7097;6081;7424
data,1162335600000,1052;7115;6092;7438
data,1235862000000,1052;7129;6103;7452
data,1298934000000,1053;7142;6114;7461
data,1275343200000,1056;7156;6129;7475
data,1212271200000,1059;7173;6144;7493
data,1209592800000,1062;7189;6160;7510
data,1207000800000,1062;7199;6172;7520
data,1288566000000,1063;7218;6189;7540
data,1138748400000,1067;7230;6199;7553
data,1164927600000,1069;7239;6208;7565
data,1257030000000,1072;7255;6225;7584
data,1259622000000,1072;7272;6233;7596
data,1285884000000,1074;7288;6247;7613
data,1246399200000,1074;7301;6259;7628
data,1230764400000,1076;7313;6272;7644
data,1272664800000,1081;7334;6288;7667
data,1188597600000,1083;7346;6301;7680
data,1141167600000,1084;7369;6323;7699
data,1230764400000,1085;7382;6338;7716
data,1285884000000,1087;7398;6354;7731
data,1283292000000,1087;7411;6366;7745
data,1267398000000,1090;7422;6376;7758
data,1222812000000,1091;7432;6383;7770
data,1285884000000,1093;7446;6395;7782
data,1196463600000,1097;7462;6413;7794
data,1228086000000,1101;7476;6429;7812
data,1230764400000,1104;7484;6440;7823
data,1262300400000,1106;7504;6457;7843
data,1254348000000,1106;7522;6473;7861
data,1217541600000,1107;7536;6484;7874
data,1175378400000,1108;7547;6496;7885
data,1149112800000,1109;7564;6509;7899
data,1220220000000,1109;7577;6520;7912
data,1207000800000,1111;7592;6534;7925
data,1288566000000,1113;7606;6548;7941
data,1262300400000,1115;7620;6560;7951
data,1254348000000,1115;7633;6573;7965
data,1264978800000,1116;7650;6585;7981
data,1196463600000,1117;7663;6600;7993
data,1259622000000,1117;7679;6618;8011
data,1241128800000,1118;7693;6632;8024
data,1304671070833,1119;7702;6647;8038
data,1143842400000,1121;7721;6665;8058
data,1272664800000,1123;7732;6677;8071
data,1207000800000,1129;7756;6698;8093
data,1167606000000,1131;7767;6711;8108
data,1204326000000,1133;7782;6724;8121
data,1204326000000,1135;7800;6743;8138
data,1298934000000,1136;7814;6758;8153
data,1220220000000,1137;7829;6775;8168
data,1193871600000,1138;7845;6791;8188
data,1288566000000,1142;7858;6804;8202
data,1172703600000,1143;7871;6818;8216
data,1191189600000,1146;7886;6833;8234
data,1304602048671,1148;7903;6849;8250
data,1291158000000,1148;7922;6863;8267
data,1222812000000,1148;7934;6875;8278
data,1246399200000,1151;7946;6886;8290
data,1241128800000,1151;7958;6899;8304
data,1183240800000,1157;7972;6909;8317
data,1291158000000,1158;7986;6920;8331
data,1170284400000,1160;8005;6935;8346
data,1235862000000,1161;8022;6956;8367
data,1180648800000,1161;8041;6972;8383
data,1217541600000,1162;8061;6988;8402
data,1293836400000,1165;8070;7002;8414
data,1243807200000,1171;8081;7012;8426
data,1275343200000,1173;8098;7029;8443
data,1122847200000,1176;8112;7043;8456
data,1214863200000,1177;8124;7058;8470
data,1280613600000,1180;8141;7074;8489
data,1214863200000,1180;8154;7089;8501
data,1291158000000,1181;8162;7100;8510
data,1264978800000,1186;8171;7112;8521
data,1254348000000,1188;8185;7126;8539
data,1204326000000,1190;8211;7144;8562
data,1249077600000,1192;8224;7161;8581
data,1172703600000,1195;8237;7173;8591
data,1204326000000,1196;8246;7181;8601
data,1257030000000,1199;8265;7199;8618
data,1180648800000,1202;8283;7216;8636
data,1283292000000,1203;8293;7226;8646
data,1283292000000,1207;8310;7245;8664
data,1228086000000,1209;8323;7262;8677
data,1241128800000,1211;8338;7276;8691
data,1267398000000,1215;8355;7291;8708
data,1133391600000,1215;8368;7304;8724
data,1235862000000,1217;8380;7312;8735
data,1238536800000,1222;8397;7327;8754
data,1204326000000,1224;8414;7339;8771
data,1285884000000,1228;8430;7353;8788
data,1212271200000,1230;8444;7368;8802
data,1241128800000,1232;8459;7382;8819
data,1267398000000,1233;8476;7394;8835
data,1225494000000,1237;8488;7405;8847
data,1293836400000,1237;8500;7415;8859
data,1270072800000,1238;8515;7429;8878
data,1225494000000,1239;8528;7448;8893
data,1291158000000,1241;8543;7461;8906
data,1304689033592,1244;8555;7473;8919
data,1204326000000,1246;8568;7486;8933
data,1277935200000,1251;8584;7496;8947
data,1207000800000,1252;8595;7507;8960
data,1220220000000,1253;8611;7520;8976
data,1257030000000,1255;8630;7536;8997
data,1267398000000,1257;8647;7552;9015
data,1277935200000,1258;8662;7560;9026
data,1298934000000,1262;8676;7572;9037
data,1222812000000,1265;8691;7586;9055
data,1277935200000,1266;8708;7601;9072
data,1288566000000,1267;8724;7618;9090
data,1228086000000,1270;8743;7640;9110
data,1193871600000,1271;8757;7652;9121
data,1293836400000,1272;8771;7666;9132
data,1183240800000,1275;8778;7673;9138
data,1214863200000,1281;8794;7687;9155
data,1185919200000,1283;8806;7699;9169
data,1212271200000,1286;8828;7718;9190
data,1283292000000,1288;8837;7728;9197
data,1201820400000,1290;8853;7744;9211
data,1222812000000,1292;8863;7754;9226
data,1298934000000,1296;8879;7775;9245
data,1159653600000,1298;8899;7792;9265
data,1283292000000,1300;8913;7804;9277
data,1217541600000,1300;8927;7817;9294
data,1283292000000,1302;8935;7829;9306
data,1238536800000,1302;8949;7840;9320
data,1264978800000,1306;8959;7852;9331
data,1238536800000,1307;8975;7861;9344
data,1243807200000,1309;8988;7873;9355
data,1280613600000,1309;9007;7893;9373
data,1238536800000,1312;9018;7902;9386
data,1183240800000,1313;9030;7914;9397
data,1233442800000,1314;9041;7925;9407
data,1214863200000,1316;9052;7938;9418
data,1275343200000,1317;9067;7955;9434
data,1225494000000,1319;9084;7970;9450
data,1199142000000,1322;9098;7985;9466
data,1207000800000,1325;9116;8001;9484
data,1159653600000,1329;9136;8021;9506
data,1296514800000,1330;9154;8032;9522
data,1185919200000,1333;9163;8046;9534
data,1280613600000,1336;9178;8063;9550
data,1175378400000,1340;9196;8080;9567
data,1233442800000,1341;9205;8090;9576
data,1235862000000,1344;9218;8104;9593
data,1191189600000,1347;9233;8114;9608
data,1167606000000,1349;9246;8127;9622
data,1246399200000,1349;9253;8135;9630
data,1251756000000,1352;9271;8151;9646
data,1201820400000,1355;9287;8170;9662
data,1228086000000,1357;9302;8180;9675
data,1285884000000,1359;9319;8194;9693
data,1172703600000,1362;9334;8207;9708
data,1212271200000,1363;9350;8223;9723
data,1201820400000,1367;9367;8240;9740
data,1204326000000,1372;9380;8254;9755
data,1270072800000,1378;9401;8271;9775
data,1270072800000,1380;9417;8289;9792
data,1230764400000,1382;9433;8309;9812
data,1257030000000,1383;9448;8322;9825
data,1243807200000,1384;9467;8336;9842
data,1259622000000,1384;9483;8351;9859
data,1243807200000,1385;9493;8361;9870
data,1251756000000,1386;9504;8374;9881
data,1270072800000,1386;9518;8383;9894
data,1288566000000,1387;9531;8398;9907
data,1298934000000,1388;9548;8413;9920
data,1230764400000,1389;9559;8428;9935
data,1270072800000,1390;9576;8444;9950
data,1304601245963,1391;9590;8459;9966
data,1285884000000,1391;9606;8477;9984
data,1228086000000,1393;9617;8487;9998
data,1238536800000,1393;9633;8502;10016
data,1257030000000,1394;9647;8514;10030
data,1228086000000,1399;9658;8526;10040
data,1254348000000,1400;9675;8541;10056
data,1262300400000,1400;9691;8556;10073
data,1304934656355,1401;9706;8573;10085
data,1280613600000,1404;9723;8593;10105
data,1264978800000,1405;9740;8610;10122
data,1220220000000,1408;9753;8625;10134
data,1291158000000,1411;9767;8638;10149
data,1157061600000,1413;9784;8651;10168
data,1188597600000,1416;9803;8668;10188
data,1280613600000,1417;9823;8690;10212
data,1304596433410,1421;9836;8704;10228
data,1270072800000,1424;9851;8722;10244
data,1170284400000,1426;9872;8741;10261
data,1209592800000,1428;9885;8755;10276
data,1283292000000,1433;9897;8763;10284
data,1238536800000,1434;9910;8780;10301
data,1172703600000,1435;9926;8794;10317
data,1275343200000,1436;9940;8807;10331
data,1204326000000,1440;9959;8823;10348
data,1230764400000,1441;9969;8836;10361
data,1298934000000,1444;9981;8849;10372
data,1209592800000,1445;9998;8866;10390
data,1225494000000,1446;10014;8883;10408
data,1243807200000,1450;10026;8894;10421
data,1204326000000,1451;10042;8908;10438
data,1285884000000,1456;10057;8924;10457
data,1199142000000,1458;10071;8936;10470
data,1288566000000,1459;10086;8949;10484
data,1257030000000,1464;10103;8967;10500
data,1162335600000,1466;10114;8979;10512
data,1222812000000,1468;10126;8991;10526
data,1267398000000,1471;10142;9005;10542
data,1246399200000,1472;10158;9021;10558
data,1214863200000,1475;10172;9035;10571
